time,Hip:X,Hip:Y,Hip:Z,RHip:X,RHip:Y,RHip:Z,RKnee:X,RKnee:Y,RKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,LHip:X,LHip:Y,LHip:Z,LKnee:X,LKnee:Y,LKnee:Z,LAnkle:X,LAnkle:Y,LAnkle:Z,Spine:X,Spine:Y,Spine:Z,Neck:X,Neck:Y,Neck:Z,Nose:X,Nose:Y,Nose:Z,Head:X,Head:Y,Head:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,LElbow:X,LElbow:Y,LElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,RElbow:X,RElbow:Y,RElbow:Z,RWrist:X,RWrist:Y,RWrist:Z
0.2,-0.082176,-0.111694,1.03499,-0.208583,-0.106893,1.03934,-0.2165,-0.068508,0.579023,-0.223305,0.058738,0.140296,0.043145,-0.119936,1.029589,0.06545,-0.083375,0.56772,0.11373,-0.00742,0.120507,-0.078725,-0.10916,1.280923,-0.079927,-0.122207,1.539754,-0.099537,-0.216686,1.617697,-0.101618,-0.141031,1.701621,0.081146,-0.129877,1.501533,0.32991,-0.135539,1.424616,0.564231,-0.207586,1.407705,-0.216689,-0.049626,1.492719,-0.477585,0.006025,1.422073,-0.729444,0.006591,1.400667
0.22,-0.087563,-0.120423,1.036567,-0.217522,-0.122051,1.042301,-0.230193,-0.091041,0.584147,-0.23575,0.037333,0.145862,0.040181,-0.122607,1.030259,0.058625,-0.090531,0.571046,0.10534,-0.006625,0.125812,-0.081317,-0.121443,1.282965,-0.07892,-0.136122,1.541992,-0.097051,-0.229601,1.620508,-0.096931,-0.153434,1.704158,0.076431,-0.126172,1.501246,0.348741,-0.087541,1.426389,0.58852,-0.159456,1.410412,-0.223697,-0.06728,1.49345,-0.486174,-0.018679,1.426362,-0.738445,-0.02312,1.406512
0.24,-0.077748,-0.099357,1.033496,-0.208618,-0.104264,1.039778,-0.21844,-0.073877,0.578272,-0.226079,0.059243,0.140057,0.050508,-0.098962,1.026585,0.070692,-0.067555,0.563872,0.111826,0.002326,0.114802,-0.072195,-0.10275,1.278718,-0.069919,-0.114716,1.538225,-0.089115,-0.209237,1.615839,-0.08714,-0.132129,1.698769,0.082542,-0.105165,1.498185,0.355384,-0.062493,1.425521,0.597733,-0.132404,1.409081,-0.216485,-0.049267,1.490262,-0.477904,-0.002298,1.421317,-0.729406,-0.007598,1.400388
0.26,-0.075636,-0.09638,1.033001,-0.202842,-0.095326,1.038333,-0.213274,-0.069045,0.581557,-0.22139,0.065651,0.144178,0.050917,-0.09853,1.026842,0.070649,-0.063158,0.567036,0.121053,0.026012,0.121401,-0.069238,-0.097643,1.275832,-0.064304,-0.105976,1.535494,-0.084275,-0.203082,1.61305,-0.08119,-0.125866,1.695585,0.082983,-0.098772,1.481119,0.348275,-0.057926,1.419436,0.581485,-0.135556,1.399703,-0.212016,-0.04206,1.482699,-0.472763,-0.002898,1.417358,-0.723482,-0.013944,1.396113
0.28,-0.073969,-0.098066,1.033377,-0.203236,-0.098607,1.038951,-0.208237,-0.071698,0.577751,-0.220704,0.060999,0.140118,0.052485,-0.101668,1.027022,0.070736,-0.068552,0.564331,0.115775,0.01214,0.117034,-0.071793,-0.094633,1.27849,-0.070083,-0.105499,1.537926,-0.089098,-0.200759,1.615533,-0.088582,-0.123769,1.69871,0.083654,-0.09749,1.493304,0.35468,-0.057475,1.425466,0.587114,-0.15159,1.408902,-0.212538,-0.040459,1.489322,-0.476019,0.001294,1.420475,-0.726845,0.000797,1.398955
0.3,-0.079589,-0.109434,1.035834,-0.208478,-0.106958,1.041419,-0.209868,-0.078203,0.583549,-0.22666,0.044909,0.14516,0.044356,-0.115192,1.029879,0.05574,-0.095923,0.57437,0.115503,0.021653,0.139335,-0.079216,-0.105712,1.280479,-0.079069,-0.11763,1.539939,-0.098445,-0.212359,1.617874,-0.09791,-0.135722,1.701005,0.075525,-0.109192,1.495256,0.343888,-0.072971,1.424535,0.584621,-0.144109,1.40704,-0.218118,-0.05006,1.490881,-0.47849,0.000676,1.421684,-0.729745,0.002296,1.400194
0.32,-0.082162,-0.114427,1.036167,-0.211396,-0.113868,1.041438,-0.210827,-0.074939,0.582723,-0.229268,0.048433,0.142822,0.04077,-0.122512,1.030369,0.057278,-0.089706,0.57337,0.114876,0.013173,0.133237,-0.082864,-0.113807,1.280798,-0.081028,-0.12404,1.540354,-0.101578,-0.217866,1.618583,-0.100372,-0.140714,1.701247,0.072183,-0.116537,1.494614,0.341877,-0.079434,1.423027,0.575004,-0.166294,1.407448,-0.22322,-0.057142,1.486494,-0.487243,-0.027305,1.423522,-0.737398,-0.030617,1.402711
0.34,-0.08314,-0.114698,1.037464,-0.217785,-0.116556,1.042512,-0.218254,-0.075483,0.585421,-0.243112,0.034321,0.142306,0.038891,-0.128308,1.033278,0.061603,-0.085505,0.568284,0.114825,0.015893,0.122738,-0.085668,-0.117076,1.285586,-0.082391,-0.128105,1.545043,-0.101569,-0.220935,1.623855,-0.101558,-0.144476,1.707283,0.075897,-0.117472,1.503457,0.345006,-0.088483,1.428715,0.583361,-0.167047,1.41294,-0.225029,-0.059539,1.495721,-0.492308,-0.02698,1.42883,-0.744805,-0.029906,1.408667
0.36,-0.071106,-0.086082,1.030376,-0.203558,-0.090502,1.036551,-0.212657,-0.065546,0.57211,-0.229621,0.064178,0.130475,0.05606,-0.086743,1.024312,0.075132,-0.056497,0.557449,0.123221,0.018803,0.107521,-0.072679,-0.092124,1.277762,-0.069342,-0.105091,1.537249,-0.089759,-0.20155,1.613955,-0.089651,-0.130307,1.701103,0.0852,-0.093814,1.493041,0.353593,-0.057431,1.421546,0.594278,-0.124219,1.403936,-0.217289,-0.042019,1.48437,-0.484355,-0.019014,1.420172,-0.734022,-0.027213,1.39795
0.38,-0.09297,-0.140215,1.038847,-0.224564,-0.14321,1.045713,-0.222038,-0.107823,0.589035,-0.247119,0.011748,0.149711,0.031471,-0.145301,1.031462,0.04657,-0.113042,0.574179,0.105074,-0.007222,0.135203,-0.096743,-0.135797,1.285999,-0.093757,-0.149781,1.544984,-0.112601,-0.242602,1.623596,-0.109711,-0.164854,1.704552,0.066427,-0.139781,1.503446,0.336702,-0.094957,1.429341,0.579202,-0.147297,1.409007,-0.234444,-0.081626,1.495103,-0.493836,-0.027668,1.425693,-0.743631,-0.026971,1.403654
0.4,-0.080246,-0.107882,1.036005,-0.212666,-0.110789,1.04076,-0.206874,-0.06055,0.587777,-0.238962,0.039722,0.143077,0.042342,-0.118177,1.0302,0.054634,-0.100033,0.569855,0.114002,0.004919,0.128753,-0.083091,-0.105709,1.283152,-0.080576,-0.119782,1.542393,-0.099254,-0.21536,1.619217,-0.09765,-0.14259,1.704818,0.078103,-0.115842,1.50013,0.337694,-0.093232,1.429674,0.572498,-0.153886,1.408628,-0.221707,-0.051717,1.492082,-0.483344,-0.009692,1.423604,-0.735842,-0.008706,1.400853
0.42,-0.094624,-0.141562,1.038627,-0.229289,-0.145154,1.043018,-0.22333,-0.089791,0.58377,-0.256321,0.009399,0.138472,0.027594,-0.152358,1.033722,0.041154,-0.137162,0.571533,0.103371,-0.036301,0.129246,-0.099201,-0.13632,1.288495,-0.098005,-0.155296,1.547112,-0.117458,-0.253273,1.622646,-0.114332,-0.183946,1.709518,0.062917,-0.150779,1.500897,0.329924,-0.124685,1.429959,0.568554,-0.180176,1.412452,-0.238214,-0.085986,1.492327,-0.505131,-0.055698,1.425829,-0.757463,-0.057336,1.399812
0.44,-0.082644,-0.109598,1.033027,-0.210664,-0.10649,1.037808,-0.211006,-0.063152,0.581548,-0.240803,0.048184,0.140215,0.034397,-0.125233,1.026549,0.065856,-0.074142,0.571857,0.126341,0.01162,0.127101,-0.0834,-0.102262,1.280439,-0.077094,-0.106633,1.539501,-0.10096,-0.207897,1.614686,-0.096297,-0.145639,1.706555,0.080367,-0.125241,1.479355,0.296323,-0.183739,1.423947,0.525926,-0.239909,1.403048,-0.216195,-0.045073,1.485652,-0.475855,0.004549,1.413731,-0.727255,-0.006149,1.378576
0.46,-0.076894,-0.091989,1.028906,-0.204748,-0.08885,1.03527,-0.204213,-0.054781,0.574273,-0.225289,0.066596,0.1317,0.038493,-0.114625,1.020544,0.075945,-0.043446,0.56849,0.134958,0.029734,0.120149,-0.080649,-0.088591,1.27878,-0.073437,-0.09326,1.537818,-0.095697,-0.191034,1.614023,-0.087154,-0.127018,1.705612,0.083155,-0.113588,1.483934,0.29164,-0.196424,1.420779,0.506802,-0.281853,1.396431,-0.212474,-0.025632,1.48401,-0.474962,0.009111,1.408668,-0.724108,0.000423,1.370997
0.48,-0.082179,-0.101904,1.032485,-0.212179,-0.104227,1.039557,-0.205962,-0.05488,0.573909,-0.229607,0.064523,0.129667,0.039776,-0.111039,1.023474,0.072373,-0.053635,0.569857,0.127067,0.014683,0.12025,-0.087244,-0.103264,1.28172,-0.08006,-0.108706,1.541222,-0.100767,-0.205084,1.618747,-0.091894,-0.138054,1.708537,0.076926,-0.119864,1.489298,0.298482,-0.166519,1.411766,0.507195,-0.260506,1.385735,-0.220703,-0.043877,1.483021,-0.486671,-0.025684,1.411906,-0.734736,-0.031914,1.370162
0.5,-0.084786,-0.102879,1.031833,-0.217258,-0.110645,1.037761,-0.208268,-0.054054,0.578831,-0.233602,0.051067,0.133284,0.041803,-0.101047,1.024602,0.075926,-0.05701,0.565933,0.122872,0.005899,0.115284,-0.089041,-0.107124,1.278286,-0.08164,-0.11398,1.537103,-0.10312,-0.209624,1.614578,-0.093932,-0.143048,1.704662,0.074504,-0.120807,1.491112,0.315768,-0.140622,1.400135,0.528935,-0.234785,1.371253,-0.228158,-0.054273,1.484031,-0.49307,-0.041959,1.405379,-0.74296,-0.058979,1.358647
0.52,-0.074885,-0.081219,1.028196,-0.205033,-0.084298,1.032201,-0.200252,-0.032781,0.575658,-0.228639,0.069799,0.130378,0.042619,-0.094287,1.024175,0.072827,-0.059916,0.564116,0.130901,0.025164,0.116621,-0.081788,-0.079452,1.275605,-0.076087,-0.091822,1.534448,-0.096232,-0.18817,1.613021,-0.087425,-0.122119,1.702996,0.077031,-0.108234,1.484497,0.302198,-0.155163,1.389202,0.480009,-0.313778,1.365763,-0.218525,-0.033519,1.474653,-0.472269,0.002724,1.389443,-0.721199,-0.014976,1.331094
0.54,-0.074301,-0.075209,1.02615,-0.201876,-0.06945,1.031364,-0.206874,-0.056775,0.570777,-0.223381,0.065608,0.128394,0.043223,-0.092731,1.021222,0.06613,-0.068773,0.561501,0.12164,-0.000457,0.112767,-0.077973,-0.075932,1.269492,-0.072406,-0.088919,1.528311,-0.091733,-0.18299,1.60669,-0.083719,-0.11403,1.696261,0.077462,-0.102266,1.483265,0.297761,-0.175622,1.382832,0.462134,-0.344651,1.346107,-0.217186,-0.028726,1.474589,-0.474448,-0.018393,1.372403,-0.722829,-0.03208,1.308782
0.56,-0.081017,-0.097322,1.030042,-0.210911,-0.101647,1.033512,-0.206347,-0.058179,0.576095,-0.229079,0.058878,0.132633,0.041049,-0.105732,1.026689,0.049218,-0.117165,0.566549,0.109706,-0.03196,0.122044,-0.083526,-0.08993,1.274498,-0.079988,-0.110491,1.53233,-0.097902,-0.20647,1.610137,-0.093981,-0.138711,1.699937,0.071627,-0.106086,1.483075,0.321533,-0.112821,1.378136,0.539913,-0.203065,1.326795,-0.221142,-0.053776,1.475691,-0.477245,-0.038163,1.363083,-0.721538,-0.074217,1.300457
0.58,-0.074342,-0.085696,1.027482,-0.207891,-0.090958,1.0312,-0.200222,-0.037045,0.576352,-0.222219,0.073194,0.131199,0.049256,-0.098243,1.02462,0.06357,-0.087275,0.559327,0.119682,-0.00322,0.11245,-0.078694,-0.077204,1.27568,-0.069518,-0.094041,1.533103,-0.084838,-0.189849,1.611806,-0.083325,-0.124184,1.702482,0.082267,-0.088454,1.481625,0.337209,-0.073279,1.365309,0.544846,-0.177159,1.298975,-0.214825,-0.041322,1.482392,-0.464588,-0.007618,1.353467,-0.706331,-0.047386,1.280463
0.6,-0.072851,-0.083455,1.024192,-0.20357,-0.081744,1.027504,-0.195243,-0.02447,0.570334,-0.218153,0.083772,0.126892,0.051894,-0.093149,1.019945,0.066431,-0.06693,0.563041,0.12516,0.020474,0.118885,-0.079545,-0.068572,1.272668,-0.073147,-0.087727,1.529981,-0.088926,-0.182593,1.610009,-0.083122,-0.114284,1.699785,0.078055,-0.087145,1.47061,0.332309,-0.056215,1.347046,0.537096,-0.169848,1.275728,-0.211188,-0.032012,1.471009,-0.448667,0.026559,1.329315,-0.685254,-0.024103,1.250169
0.62,-0.077423,-0.089426,1.024199,-0.212704,-0.089611,1.028547,-0.202114,-0.030509,0.564015,-0.227654,0.070209,0.116269,0.055397,-0.093408,1.018209,0.072201,-0.058226,0.553743,0.125108,0.009226,0.105786,-0.083632,-0.081595,1.274331,-0.078405,-0.097559,1.531871,-0.09042,-0.190805,1.612433,-0.083805,-0.120087,1.699814,0.075122,-0.09096,1.487187,0.324608,-0.07753,1.336169,0.521768,-0.211067,1.250262,-0.22167,-0.035627,1.477717,-0.462214,0.007823,1.33645,-0.695971,-0.034555,1.237211
0.64,-0.059711,-0.054748,1.020105,-0.186388,-0.043285,1.019798,-0.179056,0.013777,0.553257,-0.204251,0.123818,0.106246,0.062207,-0.078512,1.020366,0.079873,-0.034207,0.55358,0.150357,0.055399,0.109713,-0.066698,-0.041791,1.269127,-0.057901,-0.047363,1.527449,-0.074883,-0.142467,1.607551,-0.069713,-0.075247,1.697699,0.09177,-0.048779,1.467372,0.32767,-0.034547,1.309045,0.530402,-0.142984,1.211656,-0.194116,0.016038,1.468887,-0.421287,0.067084,1.310972,-0.649637,0.015875,1.200472
0.66,-0.055601,-0.039122,1.017254,-0.190419,-0.039711,1.018073,-0.178935,0.021432,0.560389,-0.197183,0.137049,0.114843,0.074122,-0.045522,1.016221,0.066216,-0.062458,0.552806,0.136802,0.044225,0.113945,-0.059286,-0.02924,1.265643,-0.051926,-0.046126,1.523004,-0.068381,-0.142183,1.600533,-0.064305,-0.081524,1.694861,0.094608,-0.034284,1.464941,0.324439,-0.018215,1.289081,0.520972,-0.130174,1.177511,-0.19965,0.012357,1.464506,-0.428164,0.021443,1.304037,-0.643604,-0.043007,1.182041
0.68,-0.057925,-0.052569,1.017655,-0.19061,-0.052159,1.017777,-0.18605,-0.003794,0.568789,-0.204591,0.113634,0.123684,0.068253,-0.064716,1.018538,0.04731,-0.122354,0.560728,0.121636,-0.003857,0.124233,-0.065158,-0.039614,1.263081,-0.062014,-0.064306,1.519971,-0.079459,-0.160699,1.596927,-0.076719,-0.103095,1.693348,0.084549,-0.057884,1.461464,0.302566,-0.050602,1.274433,0.494773,-0.153004,1.146097,-0.204651,-0.012964,1.453874,-0.432694,-0.028734,1.285843,-0.63925,-0.120984,1.163889
0.7,-0.072319,-0.074188,1.018086,-0.202078,-0.077559,1.020053,-0.198642,-0.009696,0.567409,-0.216125,0.103656,0.124328,0.052077,-0.076813,1.01469,0.067897,-0.054839,0.557733,0.139125,0.045212,0.118545,-0.075315,-0.056121,1.262999,-0.07002,-0.078254,1.519747,-0.088715,-0.174689,1.59739,-0.080502,-0.116399,1.693686,0.070847,-0.07313,1.45565,0.278421,-0.066688,1.256415,0.445178,-0.197132,1.114287,-0.212313,-0.030111,1.449532,-0.427369,-0.029184,1.269689,-0.623663,-0.130075,1.137641
0.72,-0.073731,-0.085927,1.018043,-0.204529,-0.082729,1.017322,-0.210344,-0.03957,0.572905,-0.227327,0.079342,0.128496,0.044817,-0.107968,1.018882,0.071249,-0.060015,0.553427,0.145503,0.032956,0.108906,-0.080636,-0.068253,1.266706,-0.07354,-0.079983,1.524248,-0.090645,-0.171718,1.606367,-0.081017,-0.110802,1.701765,0.070679,-0.076347,1.455081,0.273231,-0.067061,1.246841,0.437258,-0.171202,1.083562,-0.210287,-0.031198,1.456603,-0.410728,-0.015669,1.257582,-0.596051,-0.102468,1.101592
0.74,-0.067841,-0.076763,1.016489,-0.199885,-0.080722,1.020731,-0.20475,-0.040793,0.560866,-0.227408,0.082577,0.118229,0.058046,-0.083394,1.013725,0.080337,-0.036063,0.554554,0.143516,0.048092,0.110557,-0.070815,-0.05605,1.262432,-0.062553,-0.06257,1.519733,-0.078141,-0.154778,1.601477,-0.069334,-0.096873,1.699356,0.076381,-0.061024,1.451187,0.264275,-0.046018,1.230886,0.413437,-0.15629,1.056806,-0.206211,-0.019117,1.453696,-0.393384,-0.010605,1.243626,-0.563642,-0.112441,1.077583
0.76,-0.068681,-0.078472,1.015178,-0.199617,-0.083856,1.019608,-0.204324,-0.039319,0.562491,-0.238715,0.069473,0.119027,0.055136,-0.080129,1.011206,0.064806,-0.062651,0.551633,0.130941,0.027285,0.108901,-0.072864,-0.058461,1.256141,-0.07198,-0.068394,1.513738,-0.086563,-0.160925,1.593641,-0.077045,-0.101359,1.690553,0.071475,-0.076643,1.452801,0.245036,-0.055206,1.226891,0.373799,-0.171024,1.045168,-0.214612,-0.02767,1.452174,-0.378369,0.005622,1.228435,-0.527406,-0.065528,1.034355
0.78,-0.070941,-0.084428,1.016198,-0.200141,-0.083606,1.024201,-0.209906,-0.073196,0.56466,-0.237613,0.049324,0.123253,0.054433,-0.085828,1.010296,0.072958,-0.046904,0.550066,0.138311,0.037023,0.105343,-0.074871,-0.067374,1.256642,-0.072618,-0.078595,1.514341,-0.085374,-0.173371,1.592669,-0.081261,-0.121659,1.694558,0.068031,-0.075542,1.448241,0.226974,-0.046595,1.211109,0.354974,-0.141039,1.015691,-0.209463,-0.033397,1.443151,-0.362245,0.008029,1.212268,-0.491848,-0.050581,1.001519
0.8,-0.058504,-0.064737,1.011821,-0.189089,-0.070569,1.018812,-0.185817,-0.016014,0.567831,-0.21334,0.10008,0.12616,0.06838,-0.060405,1.006404,0.072413,-0.052588,0.551693,0.145247,0.062152,0.115808,-0.064243,-0.044476,1.251455,-0.061152,-0.049613,1.509513,-0.074581,-0.143207,1.590179,-0.068943,-0.087028,1.689985,0.078644,-0.052223,1.434773,0.228406,-0.006871,1.197944,0.358787,-0.059482,0.98951,-0.193273,-0.012442,1.437138,-0.332998,0.040655,1.201139,-0.447621,-0.019048,0.982748
0.82,-0.065569,-0.065337,1.014344,-0.194162,-0.066556,1.022226,-0.197884,-0.042388,0.573519,-0.218507,0.076853,0.134349,0.054812,-0.07118,1.008879,0.068046,-0.053332,0.56218,0.142143,0.052046,0.128051,-0.066296,-0.050586,1.251203,-0.065681,-0.062353,1.509099,-0.077168,-0.157868,1.585619,-0.073735,-0.107897,1.688,0.06942,-0.073406,1.443044,0.197643,-0.032717,1.196504,0.296779,-0.105901,0.979243,-0.206416,-0.032699,1.444509,-0.338021,0.015983,1.201377,-0.43569,-0.038253,0.976951
0.84,-0.074688,-0.096417,1.021667,-0.202529,-0.100505,1.030617,-0.208213,-0.058169,0.583318,-0.237456,0.046776,0.143127,0.048245,-0.095539,1.013865,0.061376,-0.081742,0.563728,0.132789,0.024899,0.128991,-0.077721,-0.077096,1.258012,-0.077744,-0.088727,1.515827,-0.089754,-0.184004,1.591327,-0.086624,-0.129007,1.690934,0.0609,-0.098876,1.444756,0.187079,-0.035008,1.201695,0.280454,-0.097807,0.979049,-0.213134,-0.066955,1.452712,-0.337049,-0.022666,1.202551,-0.420809,-0.073258,0.966997
0.86,-0.07017,-0.075432,1.016049,-0.199839,-0.076446,1.020617,-0.19305,-0.019824,0.571861,-0.213401,0.081017,0.127454,0.056295,-0.073182,1.012013,0.052534,-0.104969,0.559352,0.125926,0.006485,0.121277,-0.068818,-0.060159,1.251964,-0.0683,-0.079004,1.509537,-0.081096,-0.176519,1.586205,-0.076765,-0.122142,1.686498,0.066179,-0.08493,1.432823,0.183283,-0.017993,1.186351,0.267031,-0.085383,0.957774,-0.201462,-0.041514,1.43367,-0.302431,0.03583,1.185815,-0.373677,-0.002785,0.945353
0.88,-0.064674,-0.070739,1.01451,-0.192959,-0.067248,1.019334,-0.194018,-0.013554,0.572913,-0.223481,0.084028,0.126948,0.055788,-0.078754,1.010447,0.066598,-0.064507,0.556978,0.138189,0.043618,0.117314,-0.064658,-0.051208,1.250105,-0.066301,-0.065198,1.507791,-0.079492,-0.161834,1.586031,-0.075266,-0.103693,1.684335,0.071486,-0.077853,1.428248,0.18475,0.013141,1.187254,0.261283,-0.052631,0.956135,-0.190696,-0.027013,1.431659,-0.280527,0.05607,1.181673,-0.349647,0.009461,0.940999
0.9,-0.075916,-0.088591,1.016759,-0.203592,-0.082233,1.021839,-0.208425,-0.076713,0.571947,-0.228019,0.048417,0.133211,0.043515,-0.102124,1.014562,0.048594,-0.107491,0.563892,0.123378,-0.00213,0.126632,-0.073066,-0.077985,1.25197,-0.077799,-0.10127,1.509383,-0.088174,-0.198488,1.584783,-0.087432,-0.144159,1.685626,0.056654,-0.104663,1.439393,0.154505,-0.033546,1.188555,0.223785,-0.098351,0.951256,-0.206186,-0.059599,1.434372,-0.285198,0.043338,1.185407,-0.336591,0.017735,0.93905
