time,Hip:X,Hip:Y,Hip:Z,RHip:X,RHip:Y,RHip:Z,RKnee:X,RKnee:Y,RKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,LHip:X,LHip:Y,LHip:Z,LKnee:X,LKnee:Y,LKnee:Z,LAnkle:X,LAnkle:Y,LAnkle:Z,Spine:X,Spine:Y,Spine:Z,Neck:X,Neck:Y,Neck:Z,Nose:X,Nose:Y,Nose:Z,Head:X,Head:Y,Head:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,LElbow:X,LElbow:Y,LElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,RElbow:X,RElbow:Y,RElbow:Z,RWrist:X,RWrist:Y,RWrist:Z
0.38,0.030445,-0.016778,0.97923,-0.114394,0.003309,0.979764,-0.13592,0.016272,0.519733,-0.166819,0.078984,0.073376,0.17659,-0.042348,0.975639,0.169839,-0.013279,0.511915,0.200575,0.062587,0.067718,0.029387,-0.003211,1.226636,0.02846,-0.014126,1.48107,0.035873,-0.078415,1.580725,0.026539,-0.003818,1.664341,0.190655,0.007612,1.468858,0.479695,0.029874,1.408148,0.713143,-0.046966,1.397175,-0.131431,0.012584,1.466665,-0.414422,0.028639,1.387516,-0.650468,-0.033352,1.360073
0.4,0.028647,-0.013823,0.978718,-0.115289,0.007053,0.981266,-0.138416,0.023459,0.519692,-0.171423,0.08903,0.072017,0.173294,-0.044281,0.974082,0.168759,-0.016078,0.510705,0.200047,0.058524,0.066438,0.02892,-0.001818,1.227404,0.029205,-0.016866,1.481507,0.03599,-0.080561,1.580899,0.028157,-0.007461,1.664492,0.191674,0.003067,1.467429,0.479822,0.022062,1.404181,0.714412,-0.052236,1.391817,-0.129965,0.012279,1.466031,-0.412766,0.027685,1.385482,-0.649623,-0.037207,1.358688
0.42,0.02675,-0.009875,0.978375,-0.118417,0.010233,0.980924,-0.138158,0.022318,0.520062,-0.168763,0.082162,0.07349,0.171707,-0.040757,0.974815,0.168272,-0.012891,0.512606,0.199571,0.061295,0.068992,0.026704,0.000762,1.226727,0.025804,-0.014022,1.480596,0.033033,-0.076746,1.580886,0.025894,-0.003663,1.664412,0.190129,0.005565,1.469768,0.477265,0.027337,1.403166,0.71062,-0.04536,1.388238,-0.133686,0.017892,1.465925,-0.416454,0.034859,1.381371,-0.653231,-0.032853,1.352455
0.44,0.033558,-0.029273,0.980548,-0.111982,-0.008829,0.983066,-0.127979,-0.00254,0.522213,-0.160545,0.056478,0.075407,0.178714,-0.056855,0.976635,0.176327,-0.030295,0.512845,0.208474,0.042776,0.067343,0.034055,-0.017106,1.23086,0.032218,-0.030223,1.484569,0.039335,-0.093033,1.584967,0.030679,-0.02367,1.671534,0.196468,-0.010091,1.470427,0.482287,0.009728,1.401783,0.715723,-0.065237,1.381772,-0.127129,-0.001903,1.467021,-0.4091,0.01481,1.378923,-0.645341,-0.051542,1.349662
0.46,0.030913,-0.020352,0.97924,-0.114931,0.000331,0.982474,-0.131406,0.00968,0.520475,-0.164559,0.068702,0.073462,0.176948,-0.048505,0.974982,0.173518,-0.022135,0.512579,0.203796,0.05284,0.068013,0.031654,-0.008534,1.23106,0.029668,-0.024209,1.484333,0.037231,-0.087379,1.583897,0.029455,-0.021331,1.673038,0.193427,-0.004013,1.470656,0.477605,0.019206,1.396498,0.71238,-0.055606,1.375103,-0.129128,0.008042,1.465544,-0.409318,0.024306,1.372199,-0.646603,-0.046694,1.34076
0.48,0.029824,-0.020426,0.979412,-0.1169,-0.001395,0.981516,-0.131816,0.007262,0.520055,-0.167003,0.066895,0.0745,0.177284,-0.045068,0.976382,0.174718,-0.018485,0.513671,0.20417,0.055261,0.069251,0.030351,-0.00757,1.233956,0.029302,-0.023053,1.486614,0.035167,-0.085857,1.586699,0.026952,-0.02651,1.679678,0.193489,-0.001646,1.471391,0.476079,0.025783,1.389697,0.708622,-0.051122,1.365188,-0.130067,0.010321,1.465086,-0.407899,0.026813,1.364957,-0.644294,-0.046545,1.329574
0.5,0.022397,0.000217,0.976346,-0.123339,0.019879,0.980251,-0.138994,0.033918,0.518492,-0.177601,0.093326,0.072484,0.169194,-0.027416,0.972844,0.165895,0.003008,0.50921,0.195751,0.077937,0.065501,0.022999,0.014705,1.230509,0.02263,-0.000181,1.482989,0.026939,-0.064379,1.58351,0.019507,-0.00394,1.676755,0.184029,0.015685,1.466259,0.464323,0.040326,1.379662,0.695279,-0.03779,1.34949,-0.137672,0.030663,1.459127,-0.412644,0.047975,1.354397,-0.647933,-0.024779,1.314052
0.52,0.026238,-0.011174,0.976902,-0.117542,0.013013,0.980406,-0.137573,0.029238,0.519047,-0.17832,0.090881,0.071872,0.171852,-0.036339,0.972119,0.169014,-0.009037,0.508318,0.201327,0.066694,0.064042,0.026426,0.004047,1.230486,0.025927,-0.011027,1.48333,0.031279,-0.075349,1.582377,0.022082,-0.017125,1.676718,0.187562,0.00703,1.462175,0.465546,0.026997,1.369817,0.696409,-0.058612,1.334937,-0.131265,0.014635,1.455793,-0.40041,0.025818,1.344818,-0.636251,-0.047204,1.298338
0.54,0.023856,-0.006324,0.975825,-0.1215,0.014722,0.978079,-0.137608,0.029869,0.515915,-0.176812,0.087962,0.070729,0.170221,-0.029005,0.972675,0.167329,0.003126,0.508894,0.197189,0.079659,0.065112,0.023701,0.011891,1.229677,0.024436,-0.002635,1.482381,0.028652,-0.068114,1.581689,0.020134,-0.011282,1.677798,0.185171,0.012312,1.461619,0.459367,0.034057,1.360277,0.68503,-0.054953,1.31682,-0.13373,0.024676,1.454415,-0.402444,0.037385,1.335056,-0.631652,-0.040177,1.283058
0.56,0.02948,-0.015382,0.975837,-0.116926,-0.000209,0.980126,-0.12976,0.011068,0.518569,-0.165456,0.066149,0.073294,0.175508,-0.037169,0.972952,0.175368,-0.010884,0.510821,0.207276,0.061312,0.067277,0.028236,7.4e-05,1.232078,0.028378,-0.015322,1.484104,0.031256,-0.079325,1.583906,0.025257,-0.027233,1.682755,0.188379,0.001112,1.462405,0.457466,0.028842,1.349864,0.682039,-0.061303,1.300317,-0.128565,0.009904,1.45344,-0.391677,0.017522,1.324186,-0.615974,-0.06252,1.263076
0.58,0.029177,-0.015329,0.975835,-0.116693,-0.000911,0.979823,-0.130309,0.008564,0.517755,-0.165082,0.062325,0.071202,0.17366,-0.040177,0.973363,0.174776,-0.012237,0.511659,0.205957,0.062186,0.068516,0.026449,0.0004,1.232378,0.027586,-0.01587,1.484578,0.029378,-0.081307,1.582611,0.024144,-0.032816,1.683489,0.184184,0.000604,1.459111,0.449031,0.029852,1.333636,0.66829,-0.064699,1.27298,-0.128612,0.00784,1.452001,-0.387034,0.015168,1.31493,-0.606545,-0.065274,1.242752
0.6,0.032766,-0.02944,0.976718,-0.113047,-0.010022,0.978289,-0.124306,-0.005209,0.515691,-0.157119,0.049375,0.068638,0.179141,-0.054499,0.975643,0.178549,-0.025859,0.513738,0.208349,0.050551,0.070445,0.031917,-0.013416,1.233817,0.034915,-0.032192,1.48563,0.03525,-0.09824,1.58472,0.03078,-0.051457,1.68519,0.193499,-0.017265,1.457171,0.452185,0.007948,1.321402,0.663133,-0.089367,1.250037,-0.11925,-0.004954,1.451522,-0.371336,-0.000145,1.303922,-0.586709,-0.086467,1.221687
0.62,0.026491,-0.01431,0.97533,-0.117748,0.004424,0.979656,-0.131979,0.015905,0.518561,-0.166213,0.075501,0.071917,0.172,-0.03972,0.972524,0.170126,-0.006566,0.510622,0.198154,0.075991,0.06825,0.027237,0.001661,1.231625,0.027701,-0.01677,1.48385,0.029259,-0.082855,1.581248,0.02742,-0.034525,1.682006,0.182556,-0.00232,1.451894,0.433641,0.020341,1.303283,0.64295,-0.083876,1.21971,-0.125863,0.011141,1.4458,-0.368839,0.015376,1.286268,-0.580796,-0.068147,1.193952
0.64,0.024902,-0.010971,0.974752,-0.120063,0.007066,0.978997,-0.133039,0.01716,0.517129,-0.165458,0.07379,0.069127,0.170043,-0.035574,0.971531,0.168005,-0.000369,0.507581,0.196673,0.081069,0.06277,0.024251,0.008282,1.231955,0.026849,-0.011432,1.484049,0.025971,-0.077742,1.5819,0.024482,-0.030784,1.683787,0.181512,0.003996,1.448965,0.422748,0.028593,1.287068,0.624989,-0.077746,1.190021,-0.126994,0.014456,1.444797,-0.362448,0.01748,1.27372,-0.562158,-0.079395,1.169288
0.66,0.024201,-0.010457,0.973241,-0.120699,0.007665,0.977785,-0.133539,0.019731,0.516792,-0.164407,0.076071,0.069892,0.169958,-0.032528,0.969912,0.168876,-0.001524,0.5075,0.195711,0.082024,0.064871,0.023857,0.010952,1.229686,0.025229,-0.008808,1.481936,0.022684,-0.075217,1.579734,0.020059,-0.024357,1.680304,0.178633,0.002099,1.444681,0.409801,0.02822,1.27127,0.603476,-0.070472,1.158683,-0.127957,0.016694,1.438005,-0.354635,0.028962,1.254325,-0.550564,-0.062169,1.135698
0.68,0.028358,-0.021359,0.974671,-0.117426,-0.001986,0.979803,-0.130322,0.011006,0.516536,-0.162258,0.066637,0.070068,0.17459,-0.047594,0.971196,0.17366,-0.017268,0.508183,0.20112,0.064347,0.066307,0.027175,0.000459,1.231094,0.028876,-0.023949,1.48289,0.027646,-0.091562,1.579615,0.025686,-0.042998,1.680727,0.185677,-0.016224,1.444806,0.407831,0.009764,1.257286,0.588021,-0.088598,1.128003,-0.121002,0.004241,1.43849,-0.341134,0.018936,1.244009,-0.523794,-0.078824,1.110808
0.7,0.02268,-0.009082,0.972899,-0.122409,0.00672,0.978584,-0.132892,0.020916,0.515723,-0.166504,0.07765,0.069017,0.168293,-0.034398,0.96961,0.1666,-0.002341,0.506781,0.194689,0.079263,0.063604,0.020914,0.015248,1.229345,0.023096,-0.008469,1.480988,0.022345,-0.077835,1.577928,0.018744,-0.028791,1.679108,0.177702,-0.000554,1.437643,0.389478,0.017108,1.240769,0.560898,-0.080314,1.098015,-0.12366,0.019865,1.431354,-0.333546,0.032918,1.226706,-0.505881,-0.065011,1.081993
0.72,0.023384,-0.011483,0.972957,-0.121378,0.011775,0.978394,-0.133744,0.024477,0.512093,-0.169648,0.080395,0.063834,0.168766,-0.041389,0.969356,0.164899,-0.001247,0.503274,0.193499,0.080673,0.058187,0.022267,0.015921,1.229277,0.02537,-0.015423,1.480494,0.023009,-0.085175,1.576801,0.019234,-0.035791,1.677445,0.180009,-0.008459,1.433731,0.383662,0.0032,1.22336,0.540455,-0.099764,1.064173,-0.120723,0.016473,1.429644,-0.321848,0.034204,1.214684,-0.479478,-0.065054,1.053006
0.74,0.02347,-0.014312,0.971976,-0.121514,0.005873,0.97828,-0.133906,0.021406,0.5123,-0.169506,0.079036,0.063633,0.168652,-0.038512,0.966951,0.167085,-0.002521,0.500526,0.194659,0.079825,0.054684,0.021349,0.015893,1.227783,0.021697,-0.007671,1.479408,0.019275,-0.07769,1.576259,0.013257,-0.028879,1.678193,0.175149,-0.003796,1.429957,0.365373,0.010705,1.206687,0.506744,-0.084967,1.029372,-0.124459,0.017286,1.424247,-0.312463,0.040735,1.199595,-0.458305,-0.052581,1.022542
0.76,0.021616,-0.013445,0.973153,-0.123571,0.006395,0.97887,-0.132545,0.020787,0.510652,-0.171402,0.080491,0.06112,0.166535,-0.040355,0.96786,0.164592,-0.004353,0.500318,0.19391,0.076305,0.053138,0.021086,0.018679,1.228531,0.021024,-0.007678,1.479986,0.018613,-0.077355,1.576897,0.010372,-0.028039,1.678126,0.171661,-0.009768,1.427877,0.351248,0.002148,1.194501,0.477885,-0.089201,1.001787,-0.124758,0.018241,1.421161,-0.301112,0.045559,1.186446,-0.435322,-0.048189,1.000536
0.78,0.024371,-0.020892,0.973454,-0.118589,-0.001479,0.976969,-0.125436,0.003999,0.51259,-0.16388,0.064152,0.064356,0.169436,-0.047707,0.969135,0.169051,-0.017401,0.504783,0.198871,0.061225,0.059291,0.024459,0.010139,1.228668,0.025334,-0.018616,1.479649,0.023532,-0.089533,1.575456,0.015317,-0.043445,1.677585,0.174085,-0.020785,1.424913,0.339491,-0.00698,1.181277,0.448097,-0.084834,0.972316,-0.119106,0.009655,1.418952,-0.282197,0.042259,1.176116,-0.407274,-0.042939,0.979209
0.8,0.027204,-0.025741,0.974397,-0.117689,-0.012967,0.978323,-0.121417,-0.005703,0.513655,-0.162338,0.054831,0.065736,0.1726,-0.045185,0.971674,0.172489,-0.015772,0.506442,0.203231,0.062158,0.060267,0.023736,0.009738,1.227875,0.023333,-0.015013,1.47965,0.022577,-0.086981,1.575622,0.01105,-0.037616,1.677585,0.173638,-0.016691,1.422993,0.322552,-0.000257,1.168915,0.416268,-0.073653,0.950701,-0.11982,0.006721,1.418487,-0.269286,0.043107,1.167959,-0.382932,-0.032635,0.958931
0.82,0.028875,-0.034718,0.97602,-0.116978,-0.023105,0.980599,-0.114996,-0.023726,0.515197,-0.157469,0.039004,0.068078,0.174761,-0.057164,0.973871,0.172868,-0.022178,0.507881,0.201553,0.06007,0.061683,0.026341,-0.001143,1.229578,0.024862,-0.028504,1.480901,0.023775,-0.099967,1.576086,0.013195,-0.052653,1.678258,0.175268,-0.033219,1.422329,0.315142,-0.025145,1.161046,0.394347,-0.103905,0.937938,-0.118817,-0.00217,1.417686,-0.255237,0.037623,1.160347,-0.359103,-0.035082,0.94449
0.84,0.026003,-0.027558,0.976323,-0.11923,-0.016159,0.977946,-0.118977,-0.012073,0.51163,-0.165482,0.054181,0.064462,0.172235,-0.047369,0.974859,0.169565,-0.014515,0.508474,0.199371,0.066959,0.062749,0.022309,0.01089,1.227341,0.019127,-0.016647,1.478919,0.017431,-0.088928,1.572623,0.008319,-0.042479,1.675473,0.169384,-0.024587,1.419153,0.301796,-0.017423,1.154007,0.369425,-0.095137,0.925739,-0.122909,0.000905,1.414913,-0.249159,0.039434,1.152,-0.338428,-0.031854,0.930211
0.86,0.025798,-0.028069,0.978674,-0.119708,-0.01582,0.982855,-0.121656,-0.003399,0.512182,-0.170559,0.066735,0.063258,0.171818,-0.043776,0.97316,0.167871,-0.007252,0.502985,0.195859,0.077554,0.054697,0.021223,0.017422,1.227921,0.019911,-0.012071,1.480078,0.017591,-0.085874,1.573063,0.008089,-0.036219,1.675293,0.1721,-0.023871,1.418771,0.298295,-0.025718,1.150302,0.352666,-0.108088,0.918463,-0.11706,0.008349,1.414184,-0.237381,0.052201,1.148278,-0.313842,-0.016938,0.920652
0.88,0.033529,-0.041906,0.979119,-0.113196,-0.032313,0.982506,-0.112264,-0.019742,0.512627,-0.156672,0.047577,0.065386,0.179569,-0.059062,0.976178,0.177771,-0.027818,0.50852,0.207821,0.055679,0.062699,0.028527,0.004499,1.228735,0.025208,-0.027637,1.480469,0.023567,-0.101606,1.573353,0.013941,-0.055426,1.67665,0.177993,-0.042686,1.420771,0.29816,-0.045781,1.150224,0.342513,-0.126441,0.91741,-0.112782,-0.010008,1.417242,-0.226682,0.039576,1.148863,-0.295264,-0.021653,0.918035
0.9,0.036999,-0.053338,0.982643,-0.108534,-0.045994,0.987578,-0.107945,-0.033071,0.517916,-0.15358,0.040425,0.071188,0.182595,-0.065461,0.977639,0.177535,-0.032118,0.509886,0.204623,0.060265,0.063822,0.032467,-0.008911,1.229774,0.025278,-0.035093,1.482116,0.0238,-0.11061,1.573328,0.013619,-0.061183,1.675244,0.181323,-0.051453,1.421583,0.293488,-0.063767,1.148327,0.330153,-0.147706,0.91544,-0.108861,-0.015532,1.415429,-0.216044,0.032056,1.144348,-0.279183,-0.024998,0.912356
0.92,0.0402,-0.062402,0.98635,-0.106148,-0.05859,0.993423,-0.10538,-0.039221,0.523033,-0.152427,0.036933,0.077502,0.186758,-0.073235,0.980223,0.183089,-0.048435,0.512361,0.207781,0.044048,0.068588,0.037675,-0.016917,1.234351,0.02997,-0.047525,1.486095,0.028317,-0.12396,1.576731,0.019222,-0.079544,1.679945,0.188422,-0.069973,1.426429,0.296586,-0.087969,1.151723,0.324022,-0.171927,0.918488,-0.105482,-0.029332,1.420896,-0.209307,0.019199,1.148771,-0.263654,-0.03756,0.915187
0.94,0.041871,-0.066974,0.989163,-0.102184,-0.064733,0.992722,-0.10101,-0.04933,0.522747,-0.148222,0.030021,0.074983,0.187276,-0.079317,0.984104,0.18495,-0.056027,0.51565,0.211707,0.037561,0.069555,0.035889,-0.022093,1.236262,0.028406,-0.050575,1.488578,0.024456,-0.12753,1.578674,0.016208,-0.081811,1.682207,0.181184,-0.063976,1.426687,0.288867,-0.079339,1.151474,0.311821,-0.171233,0.919715,-0.108967,-0.030752,1.421694,-0.208574,0.018037,1.148399,-0.26076,-0.035759,0.912546
