time,Hip:X,Hip:Y,Hip:Z,RHip:X,RHip:Y,RHip:Z,RKnee:X,RKnee:Y,RKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,LHip:X,LHip:Y,LHip:Z,LKnee:X,LKnee:Y,LKnee:Z,LAnkle:X,LAnkle:Y,LAnkle:Z,Spine:X,Spine:Y,Spine:Z,Neck:X,Neck:Y,Neck:Z,Nose:X,Nose:Y,Nose:Z,Head:X,Head:Y,Head:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,LElbow:X,LElbow:Y,LElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,RElbow:X,RElbow:Y,RElbow:Z,RWrist:X,RWrist:Y,RWrist:Z
0.2,-0.023126,0.031116,0.995763,-0.161671,0.014012,1.005862,-0.160344,0.065928,0.545208,-0.167896,0.165729,0.096109,0.116071,0.044191,0.981119,0.135339,0.049778,0.521428,0.161295,0.121479,0.066712,-0.018298,0.046522,1.244035,-0.014379,0.025831,1.499229,-0.032832,-0.049137,1.5927,-0.032717,0.022982,1.684372,0.145063,0.044344,1.476079,0.428736,0.070108,1.418152,0.670571,-0.009255,1.403712,-0.171806,0.065782,1.466638,-0.447604,0.111877,1.386452,-0.706595,0.063043,1.36528
0.22,-0.025508,0.030457,0.995717,-0.164197,0.009362,1.006548,-0.165267,0.059752,0.544071,-0.174437,0.156684,0.094586,0.11406,0.044374,0.982725,0.134183,0.053883,0.520358,0.16132,0.128112,0.063984,-0.02198,0.0475,1.244637,-0.018207,0.029265,1.499685,-0.036055,-0.045481,1.593289,-0.035372,0.026091,1.685035,0.143969,0.049071,1.476009,0.428078,0.074777,1.41927,0.671824,-0.002364,1.401248,-0.175241,0.06553,1.467614,-0.450825,0.109261,1.387053,-0.710201,0.061274,1.365595
0.24,-0.021555,0.036175,0.994422,-0.159667,0.017717,1.005677,-0.159956,0.068744,0.543246,-0.169125,0.167865,0.093195,0.117431,0.048869,0.979837,0.135627,0.053576,0.519319,0.160551,0.130115,0.064332,-0.018523,0.052844,1.242267,-0.015079,0.035251,1.497603,-0.033056,-0.039724,1.591238,-0.030569,0.033311,1.681765,0.146182,0.054031,1.473316,0.427105,0.080477,1.416843,0.673538,0.007245,1.398717,-0.170765,0.072553,1.465268,-0.445605,0.115923,1.384696,-0.70504,0.068889,1.363667
0.26,-0.022587,0.035177,0.995394,-0.160718,0.017766,1.005984,-0.160038,0.069985,0.542872,-0.168227,0.172313,0.092906,0.115497,0.047186,0.98117,0.134686,0.057566,0.520113,0.163453,0.134058,0.065648,-0.019181,0.054988,1.242757,-0.011515,0.043487,1.498191,-0.030408,-0.032832,1.592635,-0.027491,0.04027,1.68273,0.145037,0.053731,1.4719,0.426647,0.081012,1.418265,0.671168,0.008554,1.399282,-0.169948,0.076657,1.466528,-0.445962,0.118834,1.38967,-0.705855,0.071602,1.366334
0.28,-0.018336,0.039606,0.992522,-0.156632,0.021291,1.002911,-0.155327,0.074617,0.540327,-0.163897,0.177672,0.09066,0.119999,0.056872,0.978466,0.138493,0.062252,0.518264,0.166148,0.140578,0.064649,-0.015996,0.056964,1.240033,-0.008771,0.040847,1.495367,-0.026339,-0.034006,1.589064,-0.025041,0.038563,1.679378,0.149045,0.064047,1.470851,0.428914,0.092557,1.413993,0.677024,0.020885,1.395811,-0.169149,0.077406,1.463653,-0.444706,0.117326,1.385256,-0.703944,0.067743,1.363505
0.3,-0.021572,0.035348,0.996877,-0.160034,0.01728,1.00729,-0.161514,0.066421,0.544409,-0.174635,0.161104,0.094036,0.117171,0.049396,0.983676,0.133888,0.053615,0.523261,0.16444,0.13367,0.069559,-0.019655,0.051655,1.244163,-0.012946,0.037583,1.499493,-0.030432,-0.035755,1.594495,-0.029253,0.037698,1.684435,0.145426,0.060667,1.47604,0.425689,0.089042,1.417379,0.673534,0.014807,1.400478,-0.173592,0.075079,1.468951,-0.449635,0.117271,1.389409,-0.709396,0.071625,1.367943
0.32,-0.020792,0.035716,0.994363,-0.159339,0.015513,1.006085,-0.159685,0.065776,0.543841,-0.173188,0.158496,0.093517,0.118221,0.052911,0.98019,0.136518,0.060368,0.519476,0.167989,0.143025,0.065503,-0.019666,0.053227,1.242165,-0.013711,0.037102,1.497156,-0.03133,-0.037313,1.591732,-0.029904,0.035391,1.682468,0.144006,0.060222,1.472818,0.425587,0.089275,1.415598,0.670961,0.015105,1.398087,-0.173536,0.07146,1.464677,-0.448755,0.111723,1.387196,-0.707988,0.062556,1.365267
0.34,-0.022282,0.035107,0.997043,-0.16098,0.015416,1.008213,-0.161314,0.060909,0.54613,-0.177825,0.154739,0.096052,0.116251,0.052551,0.981747,0.134739,0.055238,0.521721,0.16626,0.134995,0.067728,-0.021401,0.052831,1.245113,-0.015234,0.036965,1.500378,-0.032987,-0.03647,1.595058,-0.031316,0.036262,1.686192,0.144289,0.059543,1.476349,0.42534,0.084447,1.419624,0.670272,0.008186,1.402666,-0.175108,0.070537,1.468361,-0.450718,0.114197,1.388453,-0.709766,0.068179,1.365466
0.36,-0.01319,0.054386,0.989801,-0.151561,0.035175,1.001282,-0.150226,0.086242,0.539448,-0.164707,0.182559,0.089808,0.124572,0.068552,0.974954,0.144485,0.07601,0.51625,0.176592,0.15858,0.064586,-0.012936,0.074053,1.237682,-0.008508,0.059291,1.492945,-0.026223,-0.016734,1.586383,-0.023851,0.054621,1.678954,0.152581,0.071686,1.467684,0.433724,0.100272,1.412295,0.679472,0.030433,1.392878,-0.164456,0.091279,1.459556,-0.439329,0.13304,1.380417,-0.698973,0.086287,1.356933
0.38,-0.016924,0.044958,0.991384,-0.156604,0.023542,1.002911,-0.15595,0.072714,0.540879,-0.173761,0.162741,0.090888,0.121871,0.06347,0.977567,0.141515,0.067167,0.518655,0.175139,0.144507,0.06702,-0.017066,0.064616,1.240481,-0.011649,0.046898,1.495315,-0.029525,-0.02809,1.589396,-0.025867,0.042249,1.681851,0.150452,0.067207,1.470977,0.433658,0.097983,1.413858,0.675481,0.025368,1.391257,-0.171226,0.079291,1.462651,-0.445834,0.121112,1.382194,-0.70372,0.069916,1.357795
0.4,-0.015591,0.051647,0.991403,-0.154673,0.032382,1.002886,-0.154835,0.076143,0.540964,-0.176664,0.165106,0.090643,0.121857,0.070161,0.976476,0.142084,0.070701,0.518752,0.174863,0.142291,0.065538,-0.014725,0.070642,1.240614,-0.008516,0.055332,1.496086,-0.025569,-0.019632,1.589379,-0.022644,0.048131,1.682661,0.154516,0.072079,1.470643,0.43658,0.100765,1.413637,0.67882,0.032461,1.391476,-0.168657,0.086799,1.462402,-0.443633,0.130479,1.381634,-0.702482,0.081593,1.354029
0.42,-0.017869,0.046396,0.989883,-0.157682,0.02853,1.001675,-0.15667,0.07863,0.537554,-0.174316,0.171348,0.086728,0.119627,0.065226,0.974591,0.142327,0.071468,0.514249,0.178109,0.1416,0.05898,-0.017218,0.069056,1.239665,-0.011132,0.054708,1.495155,-0.027029,-0.022471,1.58755,-0.02312,0.042433,1.682415,0.152321,0.066457,1.468551,0.435072,0.094788,1.410596,0.672724,0.019872,1.39075,-0.17063,0.084959,1.460376,-0.446044,0.126868,1.380515,-0.704921,0.07457,1.349497
0.44,-0.017725,0.047952,0.988862,-0.157322,0.031998,0.999325,-0.156949,0.077967,0.535765,-0.175106,0.169965,0.085239,0.119294,0.065686,0.974658,0.144653,0.075065,0.514333,0.181161,0.147172,0.059586,-0.015954,0.073228,1.239009,-0.005741,0.064394,1.494395,-0.024534,-0.014175,1.58722,-0.020095,0.048618,1.683884,0.15232,0.064067,1.463308,0.436845,0.091535,1.405823,0.672966,0.022182,1.381172,-0.167289,0.08795,1.460513,-0.443865,0.129813,1.376857,-0.703307,0.074903,1.342121
0.46,-0.020413,0.04725,0.988249,-0.160397,0.034083,0.999938,-0.160493,0.075649,0.535823,-0.180663,0.162563,0.084415,0.115262,0.054483,0.975367,0.140176,0.062725,0.514353,0.175445,0.130873,0.059223,-0.01768,0.068875,1.238605,-0.011077,0.054952,1.493955,-0.030152,-0.022092,1.586807,-0.020804,0.04168,1.682855,0.149205,0.058139,1.465822,0.433411,0.07514,1.401919,0.660513,-0.015069,1.378179,-0.168842,0.090378,1.461451,-0.443662,0.14122,1.374789,-0.70053,0.091068,1.336889
0.48,-0.023218,0.041974,0.989441,-0.162694,0.027938,1.000933,-0.161946,0.07444,0.537725,-0.180826,0.163258,0.086646,0.111941,0.051517,0.975704,0.138281,0.058318,0.516298,0.173455,0.123884,0.06109,-0.021274,0.062182,1.23878,-0.015903,0.046198,1.494025,-0.034648,-0.03044,1.587494,-0.023965,0.03569,1.682767,0.14504,0.052493,1.465566,0.427362,0.071814,1.395835,0.653273,-0.014348,1.365684,-0.172131,0.081737,1.458498,-0.445069,0.125163,1.370455,-0.700476,0.073959,1.32731
0.5,-0.022183,0.048138,0.988026,-0.161844,0.028893,0.998222,-0.159668,0.076993,0.537537,-0.176686,0.167893,0.087602,0.115673,0.066134,0.973494,0.14248,0.067425,0.515351,0.174556,0.135632,0.061742,-0.02115,0.067366,1.237207,-0.015517,0.047349,1.492257,-0.033293,-0.030359,1.584703,-0.024899,0.035045,1.681024,0.143794,0.058191,1.461579,0.426763,0.078538,1.387975,0.657969,0.002699,1.353786,-0.173559,0.076368,1.456055,-0.4419,0.117737,1.359748,-0.6963,0.060762,1.31211
0.52,-0.021149,0.051153,0.987799,-0.16141,0.028324,0.999546,-0.159376,0.078557,0.536812,-0.177054,0.166857,0.085966,0.116726,0.07061,0.974174,0.142484,0.068714,0.516573,0.17361,0.132131,0.062932,-0.021445,0.070856,1.237755,-0.015154,0.048305,1.492293,-0.03246,-0.029325,1.58541,-0.024534,0.035671,1.681331,0.140887,0.063307,1.461077,0.422246,0.078758,1.377683,0.649334,-0.001286,1.336895,-0.174499,0.074828,1.455281,-0.44011,0.115227,1.351468,-0.691425,0.051528,1.298077
0.54,-0.022635,0.051006,0.986856,-0.161343,0.030538,0.99716,-0.16043,0.079118,0.538035,-0.174856,0.167458,0.08879,0.114393,0.06224,0.97489,0.13841,0.064821,0.516194,0.17316,0.129987,0.061807,-0.022018,0.072723,1.236426,-0.017203,0.052391,1.49123,-0.032421,-0.02465,1.58503,-0.024623,0.040432,1.681141,0.137633,0.058144,1.459385,0.416058,0.067255,1.370122,0.638809,-0.014952,1.317708,-0.173014,0.073936,1.452936,-0.43281,0.117645,1.337901,-0.684579,0.06125,1.277192
0.56,-0.019917,0.053035,0.989609,-0.157935,0.034716,1.000713,-0.154526,0.087946,0.538365,-0.169129,0.183775,0.087443,0.116389,0.063624,0.975979,0.138776,0.064394,0.514662,0.175636,0.135988,0.060018,-0.019396,0.07683,1.237899,-0.01149,0.060484,1.492683,-0.025547,-0.017154,1.586203,-0.018407,0.048664,1.681346,0.139544,0.065121,1.459297,0.412259,0.073487,1.36128,0.638715,-0.005649,1.301469,-0.171224,0.081332,1.45384,-0.428487,0.117655,1.328443,-0.676321,0.051976,1.262178
0.58,-0.019289,0.048383,0.987177,-0.157795,0.032959,0.999159,-0.153235,0.085771,0.536927,-0.166546,0.183949,0.085983,0.117253,0.056675,0.975267,0.136313,0.049934,0.516096,0.170998,0.12394,0.062817,-0.019636,0.073502,1.234931,-0.011702,0.059324,1.490062,-0.024747,-0.017234,1.584551,-0.017997,0.051192,1.677851,0.140208,0.064908,1.455077,0.405891,0.075101,1.342655,0.632642,0.002951,1.268916,-0.17039,0.078823,1.451665,-0.423102,0.117148,1.318358,-0.66774,0.046678,1.242156
0.6,-0.020769,0.049485,0.988035,-0.161258,0.03309,0.998106,-0.157782,0.083221,0.533663,-0.171706,0.175956,0.082897,0.118278,0.05662,0.977978,0.13757,0.061454,0.512125,0.179371,0.13578,0.057609,-0.020507,0.077477,1.236505,-0.013391,0.058244,1.491202,-0.027398,-0.018633,1.585309,-0.019396,0.050144,1.678834,0.135661,0.067009,1.454814,0.398646,0.072963,1.328061,0.611343,-0.024571,1.240553,-0.173559,0.080064,1.451673,-0.421671,0.117286,1.307292,-0.661902,0.041434,1.222326
0.62,-0.020407,0.052767,0.985329,-0.159831,0.034827,0.997125,-0.156775,0.086973,0.535128,-0.171285,0.180683,0.084565,0.118545,0.060451,0.970929,0.132342,0.053174,0.510306,0.176404,0.13074,0.058809,-0.020775,0.077184,1.233457,-0.016942,0.053269,1.487879,-0.03005,-0.024156,1.581701,-0.021637,0.044185,1.67561,0.133383,0.065129,1.450346,0.38831,0.06745,1.310354,0.599022,-0.030143,1.208641,-0.174284,0.076931,1.445801,-0.41357,0.112326,1.293699,-0.645253,0.028155,1.196655
0.64,-0.019019,0.048776,0.982911,-0.156695,0.038553,0.989709,-0.156202,0.089909,0.529475,-0.169241,0.184752,0.079131,0.117328,0.05398,0.973608,0.135106,0.061732,0.511014,0.184056,0.143572,0.060242,-0.020113,0.077262,1.23032,-0.011338,0.061789,1.485495,-0.026025,-0.014269,1.580031,-0.016609,0.052201,1.674581,0.131584,0.063504,1.442923,0.376406,0.060847,1.290184,0.581923,-0.027385,1.174617,-0.172061,0.081189,1.442325,-0.406945,0.109058,1.276569,-0.629593,0.018124,1.170489
0.66,-0.018398,0.057767,0.983179,-0.156997,0.045187,0.991197,-0.156593,0.094352,0.532233,-0.17046,0.187021,0.08315,0.11948,0.065581,0.972933,0.137886,0.071529,0.510867,0.184524,0.150118,0.060163,-0.020791,0.088404,1.232161,-0.012538,0.072034,1.487078,-0.026995,-0.004277,1.580605,-0.018868,0.056275,1.679544,0.134595,0.072312,1.441383,0.368489,0.069262,1.270631,0.561483,-0.036991,1.142161,-0.170079,0.086251,1.441211,-0.396333,0.116477,1.264452,-0.612329,0.019086,1.14796
0.68,-0.016514,0.05513,0.983432,-0.155309,0.042116,0.993707,-0.154514,0.094947,0.532496,-0.16979,0.188975,0.082304,0.120568,0.062761,0.970957,0.137094,0.061774,0.511257,0.180208,0.135858,0.059567,-0.017328,0.086055,1.231357,-0.012406,0.065394,1.48577,-0.0256,-0.011107,1.579893,-0.015268,0.050509,1.677734,0.132092,0.068734,1.4388,0.354085,0.060545,1.253645,0.531207,-0.051376,1.111419,-0.169008,0.081408,1.436719,-0.386323,0.110368,1.24904,-0.591706,0.011445,1.118612
0.7,-0.0238,0.046657,0.982476,-0.161606,0.023472,0.992762,-0.162571,0.080572,0.532502,-0.177671,0.174109,0.082684,0.114183,0.054987,0.97022,0.129525,0.055016,0.50805,0.179491,0.13798,0.058249,-0.02538,0.079431,1.230218,-0.021143,0.05788,1.484304,-0.034378,-0.018998,1.578025,-0.02376,0.04004,1.677493,0.126871,0.060776,1.433594,0.338413,0.051654,1.234703,0.503075,-0.061191,1.07815,-0.173635,0.062893,1.433459,-0.382855,0.088142,1.233925,-0.57425,-0.009188,1.088773
0.72,-0.021844,0.045212,0.980073,-0.160493,0.027087,0.989494,-0.161626,0.084239,0.526725,-0.176784,0.179545,0.075383,0.114026,0.047911,0.971935,0.130401,0.052244,0.508632,0.180667,0.136491,0.059601,-0.023781,0.07977,1.226446,-0.016499,0.059298,1.480859,-0.030635,-0.017361,1.575145,-0.019203,0.041941,1.67427,0.125227,0.06094,1.426386,0.327265,0.051828,1.216606,0.478692,-0.055592,1.045031,-0.170868,0.070536,1.428614,-0.36974,0.090568,1.217249,-0.547329,-0.008398,1.057815
0.74,-0.019578,0.047346,0.978565,-0.156952,0.035323,0.986179,-0.160157,0.085789,0.524153,-0.180156,0.177469,0.073569,0.113528,0.044997,0.971927,0.129685,0.056652,0.50898,0.182181,0.141606,0.060395,-0.024567,0.081912,1.224416,-0.017725,0.064556,1.479126,-0.031566,-0.010799,1.574153,-0.01939,0.047683,1.673911,0.12196,0.058931,1.423679,0.308878,0.05401,1.202048,0.447127,-0.053907,1.020162,-0.166026,0.078231,1.424074,-0.352711,0.099995,1.201655,-0.512007,0.002689,1.025347
0.76,-0.020699,0.045203,0.977584,-0.158647,0.030744,0.986169,-0.160524,0.080703,0.524904,-0.181448,0.17157,0.075361,0.114566,0.052724,0.967352,0.131013,0.057981,0.506318,0.1821,0.141095,0.058809,-0.021628,0.08312,1.224362,-0.01705,0.061115,1.478993,-0.029594,-0.016051,1.571516,-0.019775,0.037479,1.673914,0.120314,0.058528,1.419293,0.295798,0.058305,1.18861,0.4219,-0.04759,0.996248,-0.166776,0.069409,1.419518,-0.341626,0.095179,1.187345,-0.483308,0.003102,0.991409
0.78,-0.020995,0.042312,0.976151,-0.157622,0.022228,0.986298,-0.159743,0.077376,0.525513,-0.17909,0.167702,0.075244,0.114524,0.059224,0.962052,0.133904,0.066585,0.501704,0.183302,0.151398,0.053308,-0.023614,0.083987,1.220924,-0.019406,0.062035,1.475493,-0.028943,-0.013803,1.568537,-0.019656,0.039223,1.670624,0.122457,0.060051,1.413965,0.281435,0.069314,1.173394,0.395966,-0.028038,0.96983,-0.164636,0.066459,1.413903,-0.325879,0.091619,1.172415,-0.452905,0.013283,0.966256
0.8,-0.020693,0.035862,0.97709,-0.157986,0.023051,0.986247,-0.158513,0.079884,0.524014,-0.174021,0.172792,0.072919,0.114626,0.050479,0.965154,0.130757,0.054209,0.504164,0.17943,0.134068,0.055623,-0.021953,0.079254,1.22136,-0.015272,0.060682,1.476297,-0.025486,-0.014059,1.570328,-0.017286,0.040123,1.671953,0.121523,0.05779,1.412436,0.268769,0.073643,1.163881,0.370531,-0.014694,0.951279,-0.161715,0.066024,1.413201,-0.315314,0.088897,1.164552,-0.426051,0.011291,0.946304
0.82,-0.026879,0.034096,0.979488,-0.16458,0.015789,0.989783,-0.165285,0.063582,0.531666,-0.185422,0.151991,0.082716,0.109515,0.042964,0.966759,0.124455,0.042598,0.508251,0.174452,0.126902,0.061562,-0.026633,0.073071,1.224,-0.023737,0.051413,1.479005,-0.03525,-0.024291,1.57137,-0.027738,0.027105,1.674412,0.116692,0.051781,1.413371,0.24986,0.071374,1.157518,0.342433,-0.012347,0.936808,-0.1665,0.052556,1.414666,-0.308579,0.081536,1.160801,-0.404301,0.019094,0.932029
0.84,-0.028119,0.023881,0.979653,-0.164371,0.011021,0.99091,-0.165463,0.058931,0.530773,-0.186811,0.148642,0.080848,0.104026,0.026602,0.967307,0.122822,0.034386,0.50687,0.175226,0.119993,0.058571,-0.024987,0.063207,1.222028,-0.02025,0.046505,1.477592,-0.031133,-0.028684,1.568914,-0.024595,0.022006,1.672312,0.116422,0.044471,1.410329,0.239786,0.064525,1.149262,0.320478,-0.011544,0.923801,-0.16736,0.051083,1.412993,-0.300684,0.075051,1.154608,-0.386981,0.011426,0.921569
0.86,-0.025787,0.037253,0.977532,-0.164374,0.020896,0.989196,-0.159565,0.077996,0.527307,-0.174534,0.172174,0.076982,0.111149,0.046663,0.963063,0.128262,0.049831,0.502067,0.179257,0.13446,0.054077,-0.017199,0.085947,1.220335,-0.017825,0.062652,1.474622,-0.026467,-0.013131,1.566517,-0.022318,0.034381,1.671935,0.119798,0.059131,1.406364,0.239532,0.096578,1.142866,0.311384,0.021823,0.910108,-0.159224,0.057096,1.407247,-0.287793,0.082968,1.147823,-0.365998,0.022053,0.911736
0.88,-0.027114,0.032122,0.97713,-0.166194,0.018834,0.989089,-0.160492,0.074915,0.525241,-0.177633,0.168282,0.073873,0.108386,0.036656,0.964343,0.127086,0.043594,0.502418,0.178996,0.126441,0.053668,-0.01969,0.078454,1.219901,-0.016351,0.05812,1.474424,-0.025011,-0.017637,1.566883,-0.021445,0.031684,1.671872,0.117809,0.053634,1.405408,0.231226,0.09572,1.139476,0.297482,0.030099,0.90217,-0.160538,0.058175,1.407246,-0.284324,0.080497,1.145387,-0.353842,0.015474,0.907619
0.9,-0.032044,0.026992,0.979489,-0.169604,0.007899,0.991727,-0.165201,0.059237,0.531652,-0.180976,0.147092,0.08089,0.105107,0.041347,0.966578,0.122448,0.037107,0.507574,0.171968,0.118297,0.059988,-0.022321,0.067901,1.222288,-0.025395,0.044296,1.476741,-0.03136,-0.030796,1.568201,-0.029295,0.015547,1.673768,0.114384,0.045664,1.410216,0.218935,0.087475,1.142481,0.277742,0.020418,0.90421,-0.167019,0.042616,1.407832,-0.281362,0.069993,1.14488,-0.343338,0.013248,0.904724
0.92,-0.032608,0.028788,0.978793,-0.171479,0.013255,0.992274,-0.163861,0.063858,0.53146,-0.178984,0.150568,0.080391,0.105411,0.040321,0.963297,0.121963,0.037953,0.503444,0.172144,0.115267,0.054314,-0.020637,0.066666,1.223371,-0.02458,0.042187,1.477547,-0.032405,-0.034657,1.56813,-0.030534,0.008842,1.67482,0.114022,0.047583,1.411465,0.217433,0.093273,1.143251,0.271662,0.036864,0.900696,-0.166156,0.046096,1.408628,-0.274512,0.076373,1.143684,-0.33092,0.023542,0.901817
0.94,-0.034108,0.028622,0.97968,-0.172185,0.009789,0.992736,-0.165571,0.061143,0.535147,-0.176966,0.145593,0.085143,0.104138,0.038517,0.965649,0.119493,0.034486,0.507738,0.169453,0.113677,0.060734,-0.022583,0.065018,1.223688,-0.029033,0.037924,1.477711,-0.036801,-0.039171,1.567866,-0.033591,0.004069,1.674401,0.11024,0.046974,1.412381,0.210521,0.095622,1.143429,0.262239,0.043438,0.899284,-0.168357,0.045082,1.40822,-0.273159,0.079499,1.141627,-0.325112,0.028659,0.898677
