time,RHip:X,RHip:Y,RHip:Z,RKnee:X,RKnee:Y,RKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,RFoot:X,RFoot:Y,RFoot:Z,LHip:X,LHip:Y,LHip:Z,LKnee:X,LKnee:Y,LKnee:Z,LAnkle:X,LAnkle:Y,LAnkle:Z,LFoot:X,LFoot:Y,LFoot:Z,Neck:X,Neck:Y,Neck:Z,Head:X,Head:Y,Head:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,LElbow:X,LElbow:Y,LElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,RElbow:X,RElbow:Y,RElbow:Z,RWrist:X,RWrist:Y,RWrist:Z
0.03082936,-0.3789127,0.08708782,1.00617,-0.1520162,-0.2207656,0.5264953,0.009505231,0.1843059,0.0797523,-0.2083509,0.6171391,0.04015929,0.1218905,0.06485482,1.926714,0.1538385,-0.07080951,0.5079032,0.1714869,0.1603452,0.04550937,0.1921627,0.004932912,0.02787264,0.008546964,0.07841496,1.387334,0.007433249,0.0225298,1.61108,0.1835195,0.103749,1.551045,0.4729877,0.1120527,1.43259,1.503101,0.04818022,1.411195,-0.1724607,0.09603022,1.47545,-0.4661595,0.1155601,2.286706,-0.7048994,0.09433158,1.396298
0.6502759,-0.1301418,0.0730212,0.9998354,-0.6461585,0.1971057,0.190476,-0.1384054,0.141759,-0.4102509,-0.1968189,0.02336203,0.04580615,0.1192146,0.06792689,0.9741409,0.4848078,-0.2348601,0.5075186,0.1709303,0.201715,0.03955694,0.2252667,0.7964759,0.7394984,0.006388322,0.08054268,1.490515,0.002275036,0.01740121,1.604427,0.1794777,0.1146953,1.472871,0.4779701,0.1183289,1.43028,0.7184031,0.2050529,0.9507183,-0.1790367,0.08641501,1.472466,-0.4665624,-0.3542706,1.413417,-0.1489486,0.07496563,1.385474
0.5472504,-0.1234662,0.08565735,1.668578,-0.1519485,0.08495697,0.5258352,-0.1819745,0.1796128,0.07426975,-0.2105187,0.01778053,0.03723516,0.1155955,0.04586501,0.9720217,0.1630862,0.08241326,0.4977446,0.1754021,0.165199,0.04272412,0.3085279,0.01419103,0.03098655,0.009775457,-0.2879891,1.738454,0.01386963,0.02064605,1.678442,0.1754189,0.1053295,1.481871,0.4833258,0.1243263,1.4221,0.7116698,0.05403998,1.407539,-0.176578,0.1020668,1.290142,-0.4988408,0.4030262,1.415076,-0.7052994,0.05431422,1.38818
0.159914,-0.1319437,0.08045485,0.978568,-0.1709885,0.3080614,0.5349618,0.1695601,0.1820097,0.08103379,-0.1120908,0.03076678,0.04103961,-0.09942281,0.0580635,0.9704189,0.1485454,0.07601635,0.4994693,0.1812337,0.1713734,0.04149516,0.1884805,0.008350104,0.03692524,0.01173806,0.07126684,1.489654,-3.035698e-05,0.02427376,1.409029,0.1886721,0.2223389,1.398582,0.4858803,0.0001633828,1.419635,0.5563935,0.04161369,2.073944,-0.1810042,0.08986995,1.763584,-0.4657097,0.1252846,1.408389,-0.7038006,0.08149246,1.384414
0.2841169,-0.1318512,0.9014583,1.007843,-0.1555214,0.1034981,0.4960783,-0.1792669,0.1868002,0.07199986,-0.1987948,0.02471187,0.0402357,0.1184658,0.1092122,0.9653547,0.1399754,0.4888922,0.4942916,0.1799751,0.1589107,0.0441765,0.1958901,0.01375477,0.03293393,0.00196688,0.06831262,1.496746,0.004772054,0.0259257,1.608469,0.1812598,0.1037921,1.477858,0.4753612,0.109748,1.423903,0.7193817,0.05462287,1.408875,-0.17475,0.09307534,1.473775,-0.465181,0.1294435,1.409367,-0.7033282,0.0870543,1.392387
0.2979422,-0.1271565,0.07680642,1.000512,-0.1436219,-0.1206085,0.5198112,-0.173059,0.1881152,0.07801916,0.2001728,0.03098262,0.03625515,0.467872,0.01636677,1.040284,0.1405937,0.07389561,0.5079874,0.1719052,0.06659769,0.04110194,-0.06291915,0.002227002,0.03388732,0.009094072,0.07865405,1.787898,0.007770207,0.0756369,1.602549,0.9111083,0.1019773,1.485916,0.6277406,0.1204371,1.430445,0.7147928,0.194975,1.415606,-0.1750653,0.0914068,1.478226,-0.4639674,0.2393304,1.406548,-0.7036647,0.1228028,1.199879
0.3243594,-0.1245345,0.08034765,1.010251,-0.1546665,0.08558922,0.5428239,-0.1760219,0.1839128,0.07380786,-0.2092792,0.02816695,-0.2936798,0.1196881,0.06426134,0.9729434,0.1086475,0.6113675,0.503954,0.1731617,0.165321,-0.01184447,-0.1389777,0.01002968,0.03420898,0.2986386,0.07265335,1.487344,0.006933353,0.03477291,1.610525,0.1828106,0.1058345,1.4848,0.4098417,0.1092324,1.412999,0.7071977,0.0446495,1.40901,-0.1795339,0.5914274,1.491846,-0.4556808,0.1370519,1.414996,-0.7012441,-0.07010709,1.392419
0.3541474,-0.1224545,0.06660765,0.9414954,-0.1591443,0.08465365,0.5353872,-0.1751098,0.1799951,0.06776878,-0.2031752,0.798515,0.003322133,0.1377723,0.06227227,0.9660646,0.1544733,0.07235948,0.5361981,0.1751746,0.170002,0.04640627,0.1173277,0.2246645,0.2256336,0.2075751,0.8916558,1.450868,0.005934955,0.03213175,1.322921,0.1863978,0.3429002,1.483665,0.4777142,0.2601631,1.429891,0.7191399,0.05145351,1.413677,-0.1884273,0.1053325,1.481877,-0.4562139,0.1227699,1.39717,-0.7073362,0.07727199,1.376755
0.3593138,-0.1223773,0.07558242,0.8817626,-0.248481,0.09686411,0.5419993,-0.1676208,0.180034,0.06583129,-0.2112941,0.02896068,0.01457519,0.1210594,0.5167798,0.9733382,0.1505768,0.3274717,0.8152844,0.1720544,0.1709935,0.0440383,0.1472077,0.02907586,0.02628809,0.4059198,0.07299316,1.496019,-0.2284872,0.3727356,1.602957,-0.262111,0.1070399,1.452375,0.2190195,0.1163742,1.43293,0.7053812,0.05215324,1.412762,-0.1774623,0.01217742,1.481193,-0.4632419,-0.03549971,1.406364,-1.002729,0.07978449,1.239182
0.3709889,-0.1273422,0.07908179,1.001623,-0.1508365,0.08971258,0.3191948,-0.1828116,0.1851629,0.03671215,0.2686524,-0.08538332,0.03958878,0.1209919,0.06501393,0.9658234,0.2116504,0.0735245,0.4989347,0.1777104,0.1718474,0.04022558,0.1851122,0.01375198,0.376373,0.1525386,0.07771933,1.42562,0.003878405,0.01869314,1.611833,0.1917093,0.2487254,1.473114,0.4833439,0.1100941,1.12875,0.5704519,0.0567614,0.9468131,-0.1860805,0.100407,1.48405,-0.4528074,0.1181885,1.414089,-0.7068042,0.08237535,1.893384
0.3039891,-0.115269,0.08975077,1.007549,-0.1551889,0.09913052,0.1821542,-0.3596037,0.1776898,0.07721813,0.0631559,0.03894196,0.04091255,0.1198596,0.06073124,0.9741128,0.1941981,0.06667395,0.5013606,0.1801732,0.1603272,0.03441754,0.1906264,0.01393082,0.1367496,0.01510526,0.07065988,1.473657,0.0007945522,0.03188011,1.60694,0.1849492,0.10241,1.484078,0.4889545,0.1154241,1.28983,0.7146729,0.04331192,1.40741,-0.1709304,0.09773955,1.477602,-0.05622227,0.7712216,1.402064,-0.7005283,0.07923647,1.391947
0.4166825,-0.1150323,0.07610137,0.9998285,-0.5588582,0.09208799,0.5248168,-0.188922,0.3203136,0.0830391,-0.1959753,0.04028469,0.04546726,0.1236093,0.08270117,0.9684339,0.1439204,0.08230457,0.5088017,0.174051,0.1717626,0.04439626,0.1907021,0.01514419,0.03100873,0.0101041,0.07618196,1.485149,-0.009570162,0.02879902,1.606997,0.1876797,0.1049305,1.490333,0.4707946,0.1170282,1.418992,0.6041306,0.05175188,1.500505,-0.1828295,0.7438533,1.475484,-0.3226074,-0.2376145,1.412995,-0.704366,0.08548204,1.375953
0.6708363,-0.1227531,0.07386455,0.9261817,-0.152794,0.0981318,0.5310217,-0.1983261,0.1797789,-0.06582158,-0.2700852,0.03580356,-0.1240071,0.009190914,0.06682527,0.9680344,0.1477849,0.07406618,0.9079676,0.479868,0.1635099,0.03570363,0.1539941,-0.2033945,0.04339668,-0.0703162,0.06916515,1.216337,-4.4068e-06,0.02174592,1.623482,0.1818093,0.1194298,1.479353,0.4716227,-0.01770108,1.695171,0.70617,0.7470504,1.389346,-0.1736192,-0.0107338,1.477156,-0.4653075,0.1316338,1.41176,-0.7045553,0.07661217,1.369579
0.4582144,0.1765675,0.2246702,1.007946,-0.1482818,0.1002704,0.5442368,-0.1784689,0.05028849,0.1748828,-0.2029274,-0.05613822,0.0506168,0.1217327,0.06905539,0.5645273,0.1362132,0.07504605,0.5059192,0.1792822,0.5444765,0.03627875,0.1897653,0.01103551,-0.1087313,0.005562228,0.06165436,1.495466,-0.004795505,-0.04752777,1.713958,0.2141493,0.1083778,1.473107,0.4774482,0.125656,1.413986,0.6217427,-0.03936226,1.378107,0.04495302,0.06514467,1.474945,-0.4634288,0.1176698,1.395284,-0.7061807,0.08408411,1.80701
0.477705,-0.1159757,-0.01733839,0.9989964,0.2130521,0.08941621,0.7767351,-0.1830682,0.7509542,-0.033436,-0.1983635,0.03177219,0.04167984,0.1252216,0.06244349,0.9675625,0.1461002,0.07827467,0.508742,0.1928442,0.1627138,0.03235029,0.1778862,0.011792,0.03267717,0.01109637,0.07392853,1.488538,-0.0002579016,0.0316532,2.020942,0.1901011,0.09745974,1.4779,0.4647095,0.1139137,1.393628,0.7059284,0.03840222,1.367942,-0.173076,0.100295,1.766228,-0.5937659,0.1209737,1.393657,-0.8153344,0.07335722,1.344455
0.5068763,-0.1289881,0.07419054,0.9991321,-0.1516704,0.09467357,0.5328531,-0.1728365,0.1702875,0.07305042,-0.2031105,0.03075805,0.7060105,0.1222344,0.06820314,0.9388979,0.1421668,0.07839539,0.4974816,0.1809778,0.1680125,0.03462698,0.1824811,0.01207391,0.005629743,0.007332338,-0.1801626,1.498612,0.006432827,-0.03977351,1.596622,0.1761785,0.1069237,1.475586,0.4767145,0.1195897,1.603109,0.6963608,0.03140878,1.278089,-0.1778616,0.1018232,2.193013,-0.4493331,0.1227769,2.236825,-0.8005572,0.06357685,1.338192
0.5213354,-0.1280538,0.0741767,1.000188,-0.1591559,-0.04739008,0.5287948,-0.1836342,0.1733463,0.07031485,0.2698772,0.03082478,0.03710438,0.1224991,0.06998663,0.9740983,0.09885923,0.07016873,0.5045788,0.1833969,0.1773404,0.04329676,0.1868222,-0.2463288,0.02712438,0.1658793,0.07748535,1.493226,-0.3135756,0.04550357,1.606185,0.1765764,0.1064063,1.465257,0.4645973,0.1081008,1.377989,0.7017707,0.02211499,1.33057,-0.1708747,0.09725723,1.475436,-0.4567866,0.1230283,1.359406,-0.6933715,0.06883311,1.391013
0.545369,-0.1158562,0.09241638,1.008888,-0.1453203,0.09981943,0.5356624,-0.1747383,0.1849047,0.07079723,-0.2039198,0.03419134,0.03254594,0.1147059,0.07157042,0.9736161,0.1444749,0.01866161,0.5109316,0.1692182,0.4443986,0.03646051,0.1854887,0.4126369,0.03590779,0.00453119,0.08011495,1.493859,-0.3866209,0.02557822,1.814628,0.1842161,0.1023572,1.474778,0.458687,0.1234398,1.354555,1.169023,0.0221,1.309138,-0.1840352,0.09929507,1.472933,-0.4444788,0.1170583,1.349303,0.2859316,0.0630568,1.301065
0.736438,-0.1251003,0.0922555,1.000843,-0.1553401,0.0935754,0.5264866,-0.1796297,0.1767884,0.07558243,-0.195157,0.02648394,0.04428849,0.1518011,0.06775357,0.975358,-0.1017524,0.07240275,0.4985473,0.1678437,-0.02105789,0.5995335,0.1937277,0.01337363,0.03350645,-0.00810851,0.08320694,1.496623,-0.001691241,0.02635087,1.484986,0.1884775,0.1045736,1.463251,0.453798,0.1172308,1.406568,1.346206,-0.07548925,1.209448,-0.1772587,0.09660015,1.469543,-0.4447564,0.01555733,1.336531,-0.6830468,0.05959565,1.278959
0.4208149,-0.1325813,0.08561396,1.00685,-0.1421356,0.09057186,0.5284888,-0.1779799,0.1806728,0.07862758,-0.207968,0.02709054,0.04440019,0.1141183,0.07603524,0.9821577,0.1504454,0.06710531,0.5108238,0.1697738,0.01312752,0.03493723,0.1904377,0.01293865,0.02806392,0.009776832,0.1887282,1.19252,-0.004434248,0.03383294,1.401137,-0.2241597,0.105251,1.451136,0.4550841,0.6160049,1.332165,0.6681728,-0.05577946,1.26288,-0.1668453,0.09605358,1.46512,-0.4391402,0.1249292,1.327706,-0.6746581,0.0608815,1.58813
0.3273226,-0.1243076,0.08007564,1.002493,-0.147344,0.09902624,0.5340757,-0.1826936,0.1779497,0.07063787,-0.1989368,0.03338082,0.03771344,0.1180968,0.06700102,0.9856969,0.1439169,0.07031497,0.5016481,0.1861988,0.1717971,0.0335344,0.1799619,0.0101201,0.2267276,-0.1257403,-0.03827117,1.498954,-0.003515803,-0.04528252,1.599685,0.1653407,0.08648493,1.440319,0.445437,0.07522859,1.184938,0.6531161,0.005508021,1.239345,-0.1681,0.3043368,1.459634,-0.4367428,0.1232014,1.511095,-0.6530493,0.05202547,1.228393
0.6183575,0.2430382,0.08063267,1.00262,-0.1501181,-0.3637107,0.5292935,-0.1837319,0.1857493,0.07139409,-0.2038737,0.5718629,0.2179731,0.2576402,0.07121778,1.053551,0.1509859,0.1032704,0.4970044,0.1785811,0.1685591,0.04495105,0.1940387,-0.1170451,0.04006117,-0.003121258,0.05173757,1.654303,-0.005381868,0.01591692,1.598899,0.1792594,-0.394349,1.453135,0.4449913,0.1003359,1.301218,0.6328613,0.0005033733,1.207838,-0.1803939,0.1074469,1.456082,-0.4232071,0.130968,1.295577,-0.6427406,0.1308149,1.19368
0.6323479,0.1946675,0.08080669,1.002132,-0.1183377,0.09123527,0.5392008,-0.3749941,0.1798679,0.07389411,-0.2065947,0.04228523,0.04575278,0.3301493,0.06378876,0.957356,-0.0621678,-0.02401347,0.4956853,0.1694025,0.1812972,0.04499492,0.1880976,0.01244202,0.02862659,0.004991881,0.07984772,1.492614,-0.2331915,0.01665311,2.285023,0.1744301,0.1045397,1.455388,0.7379808,-0.1465237,1.576297,0.6112139,0.003132504,1.1799,-0.1786371,0.1020553,1.451965,-0.4239926,0.0856343,1.266017,-0.6209486,0.04268594,1.174723
0.654052,-0.1233341,0.09318116,0.7605619,-0.1487069,0.09045821,0.527294,-0.1777214,0.1886731,0.06621458,-0.2112198,0.3725114,0.04547215,0.1284738,-0.02303191,0.9719056,0.4110961,0.611072,0.4351401,0.1897586,0.1745885,0.04618701,0.1968245,0.008636809,0.02716378,-9.709936e-05,0.07376946,1.493132,-0.173924,0.01775273,1.599292,0.9695128,0.1049101,1.44014,0.27525,-0.1095313,1.25604,0.5524687,-0.005413094,1.183711,-0.1842726,0.09818659,1.447516,-0.4088943,0.1357527,1.260851,-0.6082584,0.040727,1.148612
0.6857435,-0.3154404,0.0833854,0.6940773,-0.1526656,0.09863413,0.5201904,-0.1847489,0.1884838,0.06608099,-0.2179086,-0.03977182,0.1663146,0.1266234,-0.0834619,0.9781708,0.1438193,-0.0660648,0.4904512,0.1765923,0.1682698,0.05222815,0.1898609,0.1703392,-0.04577335,-0.005546262,0.1808197,1.480842,-0.009298025,0.02016557,1.59908,0.1743591,0.1037212,1.637146,0.3923122,0.1103916,1.23508,0.5656078,-0.01289677,1.105888,-0.1848938,0.1071053,1.955116,-0.394287,0.1338681,1.243792,-0.5781219,-0.3891226,0.9781926
0.7023922,-0.1244418,0.08743953,1.000241,-0.1261218,0.09346982,0.814785,-0.1704834,-0.04429325,0.06997563,0.02555664,0.03400784,0.04002644,0.1138452,0.07315099,0.9626083,0.0995226,-0.003640944,0.4945384,0.1771582,0.1658728,0.04114521,0.1914524,0.008164181,0.02999262,0.4669102,0.0724801,1.490472,-0.5008243,0.0207871,1.593583,-0.04700428,-0.254797,1.919116,0.3876193,0.1034731,1.235208,0.5459665,0.4667711,1.072555,0.2121181,-0.2476149,1.431684,-0.3835375,0.1278725,1.225511,0.07166655,0.03229559,0.860463
0.7193684,-0.1177486,0.09150134,0.9968002,-0.1528877,0.09606103,0.5324813,-0.1742616,0.1720048,0.6451442,-0.2031945,0.02794956,0.05292597,-0.1106554,0.2502113,0.9629132,0.1394935,0.07067988,0.4989542,0.188562,0.1633601,0.04584859,0.2040243,0.01483725,0.03208084,0.0003046091,0.06855358,1.486065,0.3569333,0.0184028,1.751999,0.1692911,0.09140481,1.420522,0.3731566,0.1038905,1.087199,0.5082567,-0.005990486,1.350155,-0.4191103,0.1002751,1.434798,-0.5036219,0.1341426,2.433328,-0.5323313,0.4439476,1.052029
0.7146966,-0.1277314,0.07624465,0.9936377,-0.1422869,0.09879468,0.5222059,-0.1783265,0.1902332,-0.1312789,-0.2069179,0.02681615,0.03221153,0.1154981,0.06355538,0.969079,0.1591832,0.0710797,0.4962007,0.17722,0.1702987,-0.1170707,0.196879,0.4889669,0.03544147,-0.1484663,0.07502137,2.232668,-0.008572127,0.02522944,1.601313,0.1632399,0.1051494,1.429396,0.8302619,-0.08556671,1.192045,0.4911678,-0.004836471,1.017625,-0.1671257,0.098162,1.428569,-0.5025392,0.1382827,1.199723,-0.823516,-0.3012535,0.6247764
0.7641824,-0.1297402,0.02444041,0.9956951,-0.1499381,0.1043774,1.041471,-0.1761613,0.1854023,0.06101726,-0.5089107,0.02990711,-0.2186864,0.115373,0.06858657,0.9749774,0.1513824,-0.1683588,0.6501773,0.4972671,0.1065044,0.03566825,0.1928222,0.02183189,0.02993296,-0.003832664,0.07557509,1.488584,-0.0168512,-0.02402371,1.499213,0.1666313,0.08990376,1.146109,0.3394126,0.1053348,1.178698,0.4564386,0.002716047,0.992714,-0.1688363,-0.006076306,1.42477,0.02009843,-0.2909329,1.18985,-0.481498,-0.1812495,0.9962327
0.782816,-0.1095599,0.07221083,0.9876581,-0.1607986,0.09380179,0.5402314,-0.1796331,0.1791241,0.06487224,-0.2088283,0.02734655,0.03801562,0.1223661,0.06904459,0.8114179,0.1442732,0.07357721,0.3891099,0.1778468,0.177002,0.03897706,0.1828338,0.01605052,0.03262626,0.002786594,0.08181353,1.499213,-0.01123243,0.0184623,1.59421,0.1693208,0.09950715,1.3571,0.2866002,0.1034275,1.172414,0.4288084,-0.00825435,0.9644394,-0.1613627,0.09730345,1.419935,-0.3359297,0.1365486,1.179624,-0.5197911,0.03958701,0.9831786
0.8021368,0.1568202,0.07790277,0.998401,-0.1502311,0.09225044,0.5251676,-0.1847545,0.1793527,0.07600598,-0.2069321,0.02885153,-0.2824288,0.1159933,0.06390776,0.7846342,0.1606878,0.08438221,0.4934463,0.1267917,0.1768787,0.03847938,0.6842566,0.189576,0.03279108,-0.1905905,0.377227,1.49004,-0.01281637,0.004467385,1.606732,0.1634536,0.09123065,1.420317,0.3070976,-0.05376707,1.150994,0.3962887,0.005355955,0.6280842,-0.1490444,0.09828065,1.419056,-0.3173804,0.1278501,1.397728,-0.416578,0.03051008,0.956552
0.8118887,0.2500054,0.06832241,1.004874,-0.1551527,0.09908764,0.5303317,-0.1879195,0.185792,0.07872254,-0.3531173,0.02598343,0.04829168,-0.05400879,0.5190073,0.9669564,0.1537541,0.069344,0.4945247,0.1757028,0.1616523,0.02260405,0.1860194,0.009608342,0.02986046,-0.006569422,0.07339617,1.493293,-0.1221016,0.01219514,1.592966,0.1764564,0.09149355,1.415595,0.2996531,0.07866269,1.144757,0.3647363,-0.001164489,0.9292619,-0.1694792,0.2844447,1.420916,-0.4805796,0.1361082,1.16012,-0.3752677,0.4733492,1.522377
0.8440903,-0.1299347,0.08469196,0.9115726,-0.05679253,0.1014458,0.4921776,-0.1844929,0.1736244,0.07309566,-0.2021433,0.02804325,0.1620583,0.110295,0.06937876,0.9683219,0.1442834,0.6469061,0.4898063,0.1843653,-0.04792035,0.04331728,0.1938664,0.01450435,0.03501116,-0.002203226,0.06890177,1.45868,-0.01367737,0.01294799,1.599121,0.1619349,0.08665619,1.414765,0.2791131,-0.03020936,1.143492,-0.06850251,0.01118845,0.9276853,-0.1701337,0.08703243,2.350735,-0.2925725,0.2937499,1.152177,-0.3605238,0.05366063,0.7994193
0.567427,-0.1221531,-0.2715618,1.001004,-0.1625581,0.09293051,0.529457,-0.1902039,0.05720319,0.06569546,0.3971455,0.02883507,0.03730588,0.1182134,-0.4683358,0.971208,0.1465755,0.2725739,0.49624,0.1826861,0.1764626,0.1056495,0.1934349,0.00936889,0.03202934,0.006201526,0.0642831,1.482341,-0.0110996,0.004500581,1.60171,-0.106774,0.0926217,1.422978,0.2741746,0.1084865,1.135534,0.6043586,0.02354961,1.175598,-0.1591314,0.09209874,1.412256,-0.3027887,0.1522943,1.97654,0.0670993,0.04394486,0.9188184
0.8788732,-0.1175442,0.07935511,1.003968,-0.1457022,0.09942975,0.5269884,-0.3733476,0.1834455,0.06476822,-0.1982609,0.02787579,0.04219228,0.1253625,0.06276377,1.536869,0.1454576,0.07346001,0.4946357,0.1817558,0.1725715,0.06741991,0.5870172,-0.0980944,0.02838168,0.5050405,0.06226138,1.4841,-0.02012878,0.01027644,1.591839,0.2495637,0.0797012,1.420979,0.2625605,0.1111283,1.146527,0.2880864,0.2184425,0.9013973,-0.1572027,0.0924629,1.404364,-0.2591054,0.1414554,1.141114,-0.3111209,0.05171127,0.9173599
