time,RHip:X,RHip:Y,RHip:Z,RKnee:X,RKnee:Y,RKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,RFoot:X,RFoot:Y,RFoot:Z,LHip:X,LHip:Y,LHip:Z,LKnee:X,LKnee:Y,LKnee:Z,LAnkle:X,LAnkle:Y,LAnkle:Z,LFoot:X,LFoot:Y,LFoot:Z,Neck:X,Neck:Y,Neck:Z,Head:X,Head:Y,Head:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,LElbow:X,LElbow:Y,LElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,RElbow:X,RElbow:Y,RElbow:Z,RWrist:X,RWrist:Y,RWrist:Z
0.2,-0.1258029,0.07424732,1.00446,-0.1531976,0.0975088,0.5336364,-0.179715,0.1803997,0.07316422,-0.2057561,0.02952225,0.04155293,0.1199892,0.06209366,0.9725741,0.1469208,0.07466201,0.5013161,0.1762616,0.1666534,0.04274767,0.1924554,0.01166011,0.03024145,0.006683905,0.07245327,1.494799,0.003752426,0.02450854,1.605369,0.1870153,0.1030853,1.48304,0.4771525,0.1153382,1.424082,0.7173702,0.0515036,1.408942,-0.1749914,0.09254156,1.481135,-0.4619454,0.1221089,1.413393,-0.706675,0.08392249,1.387748
0.22,-0.125607,0.07465477,1.004509,-0.1530825,0.09761607,0.5336751,-0.1796228,0.1803668,0.07317897,-0.2057479,0.029509,0.04154318,0.1201749,0.06245042,0.9725633,0.1470321,0.07470717,0.501293,0.1763219,0.1666768,0.04271692,0.1924611,0.0116745,0.03025233,0.006733571,0.07300644,1.494825,0.003873893,0.02498347,1.605363,0.1870695,0.1036241,1.483099,0.4772345,0.1156444,1.424229,0.7174105,0.0516268,1.409202,-0.1749422,0.09308338,1.481151,-0.4618888,0.1224856,1.413306,-0.706556,0.08390847,1.38765
0.24,-0.1254091,0.07517936,1.004547,-0.1529756,0.09771524,0.5336982,-0.1795906,0.1803552,0.07318649,-0.2057543,0.02950855,0.04152989,0.1203585,0.06280543,0.9725571,0.1471273,0.07466426,0.5012715,0.1764062,0.1667509,0.04271818,0.1924891,0.01174157,0.03026798,0.006757902,0.0734605,1.494855,0.003932048,0.02533051,1.605347,0.1871045,0.104027,1.483158,0.4772835,0.1158816,1.424325,0.7174334,0.05175529,1.409343,-0.1749127,0.09353785,1.481112,-0.4618749,0.1227627,1.413257,-0.7064933,0.08388945,1.387583
0.26,-0.1252235,0.07558247,1.004579,-0.1528841,0.09783579,0.5337221,-0.1795601,0.1803258,0.0731871,-0.2057413,0.02947772,0.0415517,0.1205343,0.06309611,0.9725572,0.1472205,0.07457859,0.5012576,0.1764538,0.1667859,0.04272563,0.1924972,0.01177299,0.03026956,0.006778988,0.0738459,1.494873,0.003913681,0.02580117,1.605402,0.1871308,0.1044103,1.483252,0.4773162,0.1161054,1.424418,0.7174434,0.05188681,1.409467,-0.1748789,0.09400372,1.48108,-0.4618673,0.1229693,1.413225,-0.7064422,0.08386388,1.387489
0.28,-0.1249967,0.07602765,1.004597,-0.15276,0.09791021,0.533729,-0.1795287,0.1803364,0.07318792,-0.2057406,0.02948556,0.04159081,0.1207494,0.06338334,0.9725469,0.1473171,0.0744234,0.5012301,0.1764733,0.1668433,0.04273605,0.192487,0.01182627,0.03029291,0.006769414,0.07425377,1.49488,0.003745931,0.02638179,1.60548,0.1871399,0.1047579,1.483392,0.477332,0.1163025,1.424561,0.7174354,0.05201057,1.409544,-0.1748982,0.0943222,1.481085,-0.4619023,0.1231586,1.413241,-0.7064337,0.08385525,1.387393
0.3,-0.1247011,0.07652767,1.004652,-0.1525765,0.09790947,0.5337678,-0.17955,0.1802572,0.07322467,-0.2057156,0.02941064,0.04156888,0.1210362,0.06367591,0.9726177,0.1474514,0.07419496,0.5012804,0.176478,0.1668837,0.04283239,0.1925083,0.01187483,0.030309,0.006767026,0.07459737,1.494962,0.003725035,0.02659106,1.605502,0.1871452,0.1050467,1.483448,0.4773604,0.1164771,1.424709,0.7174379,0.05210798,1.40961,-0.1748925,0.09461123,1.480983,-0.4619269,0.1233023,1.413205,-0.7064496,0.08395848,1.387336
0.32,-0.1243999,0.07714956,1.004699,-0.1524486,0.09796668,0.5338001,-0.1795317,0.1802185,0.07324621,-0.2056968,0.02937417,0.0415794,0.1213225,0.06400202,0.9726705,0.1475819,0.07398102,0.5013127,0.1765093,0.1669115,0.04290735,0.1925159,0.0119052,0.03032218,0.006734001,0.07482711,1.495016,0.003688481,0.02671846,1.605512,0.1871183,0.1052586,1.483551,0.4773449,0.1166425,1.42486,0.7173916,0.05219566,1.409602,-0.174907,0.09495877,1.480966,-0.4619595,0.1235685,1.41323,-0.7064629,0.08412946,1.387324
0.34,-0.1241106,0.07749294,1.004711,-0.1523425,0.09795966,0.5338067,-0.1795009,0.1802877,0.07327092,-0.205657,0.02943914,0.04161714,0.121609,0.06418265,0.9727274,0.1477385,0.07378737,0.5013547,0.1766613,0.1669607,0.04299831,0.1924134,0.01193026,0.03038906,0.00665571,0.07513139,1.495057,0.003500656,0.02704092,1.605557,0.1870483,0.1055125,1.48359,0.4772702,0.1167012,1.424837,0.7172803,0.05216864,1.409367,-0.1749774,0.09531407,1.480977,-0.4620075,0.1238287,1.413106,-0.7064669,0.08419671,1.38708
0.36,-0.1239471,0.07784456,1.004755,-0.1522823,0.0979765,0.5338427,-0.1794964,0.1802544,0.07330122,-0.2056538,0.02940998,0.0416286,0.1217641,0.06438222,0.9727712,0.1478473,0.0735677,0.5013875,0.1769144,0.1670028,0.04309361,0.1924451,0.01195605,0.03041091,0.006550435,0.07545459,1.495112,0.00329178,0.02724175,1.605556,0.1869538,0.1057434,1.48357,0.4771095,0.116638,1.424436,0.7170621,0.05197234,1.408633,-0.1750721,0.09562251,1.480875,-0.462045,0.1239884,1.412701,-0.7064577,0.08420742,1.386464
0.38,-0.123791,0.07820611,1.00478,-0.1522345,0.09787034,0.5338548,-0.1795652,0.1802515,0.07333872,-0.2056184,0.02939688,0.0416288,0.1219138,0.06464647,0.9727879,0.1479295,0.07342994,0.5013928,0.1772377,0.1670608,0.04315417,0.1924281,0.01198354,0.03043266,0.006386312,0.07581847,1.495146,0.003021565,0.02743942,1.605515,0.186818,0.1059543,1.483646,0.4767199,0.1164594,1.423211,0.7165154,0.05135245,1.406847,-0.1752079,0.09601398,1.480591,-0.4620441,0.1240343,1.411703,-0.7063558,0.08387918,1.385098
0.4,-0.1236721,0.07851098,1.004806,-0.152199,0.09771205,0.5338668,-0.179657,0.1802325,0.07338312,-0.2056075,0.02937319,0.04161122,0.1220345,0.06496499,0.9728219,0.1479909,0.07334039,0.5014161,0.1775076,0.1671166,0.04322059,0.1924121,0.01201625,0.03044179,0.006116327,0.07624789,1.49518,0.002645116,0.02763512,1.605442,0.1865839,0.1061951,1.48375,0.4759704,0.1160906,1.420796,0.7154506,0.05010501,1.403368,-0.1754317,0.09657179,1.480233,-0.4619343,0.1239377,1.409712,-0.7060031,0.08293054,1.382194
0.42,-0.1236216,0.07878902,1.004878,-0.1521841,0.09746606,0.5339195,-0.1797829,0.1801441,0.07347257,-0.205561,0.02927388,0.0416123,0.1220822,0.06527997,0.9728562,0.1480122,0.07329224,0.5014427,0.1776762,0.1671822,0.04327997,0.1923876,0.01206583,0.03047225,0.005785685,0.07669818,1.495236,0.002292698,0.02765828,1.605308,0.1863234,0.1061209,1.483555,0.4748822,0.1157737,1.416873,0.7137746,0.04808094,1.397986,-0.1757025,0.09734228,1.480004,-0.4613618,0.1241188,1.405925,-0.705028,0.08145669,1.377375
0.44,-0.1234669,0.07911007,1.004887,-0.1521595,0.09709961,0.5339098,-0.1799386,0.1801893,0.07354783,-0.2054916,0.02929163,0.04163644,0.1222764,0.06659011,0.9727671,0.1480156,0.07311044,0.5013201,0.1776864,0.1672267,0.04320426,0.1924575,0.01211223,0.03044283,0.005428624,0.07718792,1.495194,0.001808139,0.02769412,1.605059,0.1860536,0.1057592,1.482772,0.473459,0.1155605,1.411303,0.7113944,0.04513865,1.390419,-0.1759831,0.09797218,1.479258,-0.4605167,0.1236126,1.400588,-0.7036157,0.07907088,1.370134
0.46,-0.1234608,0.07937577,1.004857,-0.1521609,0.09670775,0.5338557,-0.1800608,0.1801922,0.07357239,-0.2054254,0.02927252,0.04161462,0.1222834,0.06685841,0.972743,0.1480185,0.0730461,0.5012913,0.1776224,0.1672442,0.04318799,0.1923714,0.01211869,0.030535,0.005082494,0.07775974,1.495171,0.001270652,0.02761831,1.604735,0.185728,0.1054857,1.481225,0.4716991,0.1154574,1.404239,0.7082716,0.04142778,1.380538,-0.1762261,0.09831695,1.477828,-0.4592133,0.1229038,1.393451,-0.7016237,0.0763627,1.360594
0.48,-0.1236605,0.0795168,1.004728,-0.1522636,0.09644799,0.5337061,-0.1801474,0.1802157,0.07347329,-0.2054488,0.02926794,0.04159844,0.1220669,0.06649478,0.9726862,0.1479548,0.07300895,0.5012472,0.1775028,0.1672172,0.04314236,0.192364,0.01209836,0.03053952,0.004625001,0.07838803,1.495085,0.0005494207,0.02768786,1.604383,0.1852203,0.1051925,1.478872,0.4694792,0.1152799,1.3958,0.7042446,0.03701681,1.368075,-0.176492,0.0990054,1.475909,-0.4574839,0.1222789,1.384763,-0.6988943,0.07294732,1.348765
0.5,-0.1236851,0.07973196,1.004488,-0.152266,0.09640609,0.533456,-0.18027,0.1802674,0.07324767,-0.2054596,0.02925907,0.04157165,0.1220525,0.06677203,0.9724995,0.1479601,0.07290302,0.5010566,0.1774428,0.1672073,0.04296729,0.1924731,0.01209469,0.03048887,0.004112637,0.07904979,1.494872,-0.0002518022,0.02765886,1.603836,0.1845835,0.1048923,1.47594,0.4667639,0.1148391,1.386045,0.6993192,0.0322602,1.352768,-0.1767363,0.09977713,1.473421,-0.4551887,0.1217719,1.374495,-0.6952465,0.06901801,1.334523
0.52,-0.123665,0.08003641,1.004212,-0.1522756,0.09651854,0.5331753,-0.1804196,0.1803905,0.07297736,-0.2054437,0.02930296,0.0415487,0.1220841,0.06715658,0.9722794,0.1479885,0.07280845,0.5008303,0.1774665,0.1672685,0.04277277,0.1923982,0.01212267,0.03059276,0.003644184,0.07962668,1.494616,-0.0009729802,0.02758006,1.603257,0.1838857,0.1046775,1.472674,0.4634413,0.1142222,1.374882,0.6932,0.02712745,1.334458,-0.1768595,0.1005041,1.470559,-0.4522448,0.1215842,1.363208,-0.6905684,0.06535165,1.317951
0.54,-0.1236609,0.08025388,1.003849,-0.1522998,0.09673699,0.5328139,-0.1805524,0.1805967,0.07262043,-0.2054338,0.02941201,0.0415479,0.1221101,0.0675459,0.9720165,0.1480059,0.07268803,0.5005611,0.177425,0.1672693,0.04252479,0.1925014,0.01212091,0.03055676,0.003174847,0.08013775,1.494322,-0.001710992,0.02736432,1.6026,0.1830954,0.1045009,1.469202,0.4593226,0.1135408,1.362325,0.6855218,0.02179546,1.313078,-0.1768829,0.1011871,1.467261,-0.4485815,0.1215556,1.350767,-0.6845374,0.06132378,1.298754
0.56,-0.1237412,0.07992645,1.003507,-0.1523055,0.09696876,0.5324868,-0.1806372,0.1806896,0.07227289,-0.2054441,0.02942795,0.04151682,0.1220664,0.06772793,0.971757,0.1480213,0.07266619,0.5003027,0.1774371,0.1673247,0.0422821,0.1924299,0.0121439,0.03063428,0.002682867,0.08043142,1.494033,-0.002468592,0.02699357,1.601972,0.1821445,0.1043783,1.465466,0.4542781,0.1128241,1.348514,0.6760384,0.01649314,1.28892,-0.1768467,0.1017165,1.463829,-0.4441773,0.1217666,1.337583,-0.6769769,0.05720748,1.27721
0.58,-0.1237776,0.07981515,1.003141,-0.1523614,0.09723889,0.532136,-0.1807147,0.1807915,0.07189286,-0.2054921,0.02944653,0.04152521,0.1220606,0.06803463,0.971471,0.1480236,0.07254542,0.5000127,0.1773903,0.1673523,0.04201971,0.1924414,0.01215637,0.03065196,0.002210068,0.0805057,1.493727,-0.003379179,0.02645969,1.601342,0.1811269,0.1041269,1.461684,0.448099,0.1122037,1.333362,0.6642123,0.01101468,1.262197,-0.1767006,0.1021833,1.460302,-0.4388767,0.1223602,1.323692,-0.6675438,0.05320136,1.253429
0.6,-0.1236464,0.08025806,1.00285,-0.1523007,0.09736295,0.5318377,-0.1808097,0.1809076,0.07160269,-0.2054649,0.02949028,0.04149733,0.1221888,0.06848032,0.9711559,0.1480848,0.07237827,0.4996885,0.1773664,0.1673881,0.04173211,0.1924311,0.01217116,0.03067303,0.001772418,0.08058435,1.493437,-0.004329282,0.02606234,1.600783,0.1800219,0.1036238,1.457488,0.440842,0.1117735,1.317088,0.6500928,0.005809679,1.233455,-0.1764445,0.1025294,1.45665,-0.4326052,0.1232036,1.309137,-0.6557954,0.04871123,1.227617
0.62,-0.1234844,0.08076174,1.00242,-0.1522492,0.09748098,0.5314001,-0.1808794,0.181054,0.07117778,-0.2054736,0.02954469,0.04148856,0.1223519,0.06862744,0.9708683,0.148188,0.07225581,0.4993955,0.1773561,0.1674061,0.04146108,0.1924556,0.01217146,0.030702,0.001410766,0.07995833,1.49299,-0.005152797,0.02501442,1.600093,0.1787328,0.1028392,1.452624,0.4326383,0.1115021,1.300103,0.6339376,0.001218663,1.203538,-0.1759675,0.102779,1.452836,-0.425316,0.1244838,1.294217,-0.6413728,0.04423645,1.199939
0.64,-0.1232795,0.08112181,1.002035,-0.1521602,0.09761709,0.5310143,-0.1809094,0.1811618,0.07079423,-0.2054963,0.02957905,0.04147615,0.1225522,0.06874637,0.9705414,0.1483368,0.07197983,0.4990629,0.1773274,0.1674147,0.04117634,0.1924708,0.01216311,0.03072747,0.001261747,0.07929347,1.492599,-0.006089854,0.02383537,1.599386,0.1774822,0.1018891,1.447523,0.4232592,0.1113207,1.282264,0.6152303,-0.002919669,1.172243,-0.1752406,0.1026797,1.449054,-0.4167804,0.1259375,1.278985,-0.6241626,0.0402873,1.17098
0.66,-0.1230495,0.08091029,1.001559,-0.1520895,0.09792942,0.5305669,-0.1808613,0.1812608,0.07030963,-0.2055677,0.02960788,0.04145839,0.1228236,0.0692257,0.9701251,0.1484595,0.07193135,0.4986352,0.1774756,0.1674927,0.04077668,0.1925104,0.01220294,0.03074698,0.001118285,0.07844154,1.492126,-0.006874928,0.02252775,1.598629,0.1760564,0.1007765,1.442188,0.4125747,0.1110183,1.263975,0.5941026,-0.006166118,1.140184,-0.1744095,0.1024062,1.445096,-0.4073288,0.1275094,1.263646,-0.6040986,0.036704,1.14099
0.68,-0.1229534,0.08102818,1.001061,-0.1520278,0.09812558,0.5300736,-0.1808626,0.1814182,0.06981327,-0.2055973,0.02967711,0.04145394,0.1228785,0.06821661,0.9697434,0.1485931,0.07198459,0.4982651,0.1776167,0.1675496,0.04040776,0.1924837,0.01221894,0.03076956,0.001079826,0.07734278,1.491689,-0.00746056,0.02104188,1.597945,0.174551,0.09964171,1.436857,0.4005752,0.1106079,1.24555,0.5705644,-0.008301363,1.107808,-0.1732776,0.1017865,1.440717,-0.3969297,0.1288452,1.248224,-0.5815309,0.03379861,1.110758
0.7,-0.1225963,0.08152659,1.000592,-0.1518647,0.09847615,0.5296117,-0.1809028,0.1815867,0.06933117,-0.2055932,0.02974946,0.04145226,0.1232457,0.06894279,0.969262,0.1487332,0.07194163,0.4977658,0.1778097,0.1676702,0.03994607,0.192484,0.01229254,0.0307815,0.0009814865,0.07619374,1.491194,-0.008056784,0.01946405,1.59718,0.172923,0.09833647,1.43168,0.3872136,0.1101711,1.227363,0.5445714,-0.009282894,1.075779,-0.1720036,0.1010342,1.435919,-0.3856113,0.1299968,1.2326,-0.5566472,0.03118203,1.080973
0.72,-0.1224621,0.08144092,1.000027,-0.151823,0.09882335,0.5290681,-0.1808576,0.1818429,0.06877092,-0.2056007,0.02990229,0.04150836,0.1233966,0.06890006,0.9688112,0.1488753,0.07201737,0.4973153,0.1779762,0.1677393,0.03949566,0.1925291,0.01232339,0.03079754,0.00082636,0.07503256,1.49069,-0.008499063,0.01788669,1.596427,0.17132,0.09668883,1.42698,0.372652,0.1096254,1.209946,0.5166529,-0.008755783,1.044845,-0.1708772,0.09955044,1.43142,-0.3732352,0.1311423,1.217273,-0.5299141,0.03002303,1.052242
0.74,-0.1222835,0.08162914,0.9994998,-0.1517494,0.0990096,0.5285476,-0.1808689,0.182016,0.06825342,-0.2056159,0.02998323,0.04151344,0.1235681,0.06889044,0.9683082,0.148981,0.07218526,0.4968099,0.1781972,0.1678835,0.03899268,0.1925596,0.01242195,0.03080835,0.0005581513,0.07358128,1.49024,-0.008868383,0.01610047,1.595787,0.1697977,0.09446062,1.423024,0.3568545,0.1091932,1.19368,0.4874891,-0.006991385,1.016354,-0.1700069,0.0968813,1.427305,-0.3598129,0.132709,1.202592,-0.5016612,0.03065355,1.025188
0.76,-0.1221486,0.08163574,0.9991759,-0.1517231,0.0990768,0.5282328,-0.18091,0.1821044,0.06794668,-0.2055937,0.03000322,0.04153921,0.1236951,0.06880345,0.96796,0.1490707,0.07237224,0.4964617,0.178307,0.1680004,0.03863119,0.192628,0.01251511,0.0308351,0.0003321414,0.07219116,1.489995,-0.009239649,0.01432529,1.595318,0.1682515,0.09286354,1.419485,0.3407971,0.1085742,1.179096,0.4571903,-0.004077454,0.9899637,-0.1688424,0.09552018,1.423423,-0.3460136,0.1336371,1.188981,-0.4722615,0.03179235,1.000043
0.78,-0.1221748,0.0815035,0.9989966,-0.1517401,0.09904647,0.5280567,-0.1809157,0.1821449,0.06778267,-0.2055789,0.03000019,0.04160764,0.1236644,0.06875148,0.9677133,0.1491001,0.0726643,0.496221,0.1785391,0.168136,0.03837077,0.1926753,0.01261908,0.03087502,0.0001357627,0.0704494,1.489864,-0.009578359,0.01218543,1.594954,0.166917,0.09164368,1.416851,0.3246402,0.1080952,1.166534,0.4265038,-0.0002694057,0.9668105,-0.1676743,0.09449057,1.420165,-0.3318382,0.1347081,1.176775,-0.4424925,0.03435967,0.9775406
0.8,-0.122179,0.08117064,0.9989355,-0.1517736,0.09886957,0.5280032,-0.180938,0.1821589,0.067763,-0.2055413,0.03000345,0.04159444,0.1236585,0.06861755,0.9675584,0.1491506,0.07297775,0.4960731,0.1787972,0.168242,0.03819307,0.1926828,0.01269351,0.03088529,-2.416151e-05,0.06841595,1.489795,-0.009813815,0.009962867,1.594774,0.1658793,0.09059046,1.415094,0.3091508,0.1077734,1.156281,0.3963359,0.004047693,0.9473594,-0.1665027,0.09465497,1.417736,-0.3175607,0.136048,1.166193,-0.4134591,0.03796988,0.9583643
0.82,-0.1223279,0.0807753,0.9990861,-0.1518436,0.09857049,0.5281525,-0.1809662,0.1820562,0.06794517,-0.2055078,0.02991805,0.0416186,0.1235046,0.06856028,0.9675359,0.1490582,0.07318063,0.4960564,0.179118,0.1683548,0.03818453,0.1926337,0.01277136,0.03092748,-0.0003162565,0.06643195,1.489854,-0.01005769,0.007452197,1.594541,0.1651861,0.08876914,1.414315,0.2946619,0.107821,1.14846,0.3674091,0.008397507,0.9320547,-0.1659399,0.0934545,1.416133,-0.3037609,0.1379323,1.157612,-0.3857385,0.04247399,0.9427267
0.84,-0.1226029,0.08040637,0.999319,-0.1519767,0.09808633,0.5283722,-0.1809489,0.1819776,0.06822921,-0.2054792,0.02988331,0.0416398,0.1232262,0.06868882,0.9675549,0.1489601,0.07322603,0.4960844,0.1793387,0.1684545,0.03824487,0.1926086,0.01285239,0.03093508,-0.0006777897,0.06422263,1.489953,-0.01054924,0.004840478,1.5944,0.1646965,0.08680948,1.414208,0.2814577,0.1080438,1.142691,0.3401921,0.01232341,0.9204375,-0.1655464,0.09261434,1.415063,-0.291014,0.1400926,1.150848,-0.3603181,0.04739748,0.9303647
0.86,-0.1230215,0.07968593,0.9996322,-0.152156,0.09741078,0.5286723,-0.1808832,0.1818466,0.06861351,-0.2054487,0.02981671,0.04169016,0.1228038,0.06857066,0.9676237,0.148779,0.07323262,0.4961676,0.1795626,0.1685495,0.03837353,0.1925493,0.0129296,0.03093517,-0.001251905,0.06201066,1.490111,-0.01110157,0.002019886,1.594212,0.1642549,0.08444093,1.41461,0.2699276,0.1083954,1.13881,0.3154695,0.01561239,0.9122583,-0.1657,0.09057402,1.414367,-0.2801238,0.1425025,1.146008,-0.3377704,0.05290066,0.9209375
0.88,-0.1235074,0.07920928,0.9999415,-0.1523953,0.09639369,0.5289463,-0.1808134,0.1817086,0.06903055,-0.2054205,0.02975286,0.04172959,0.122302,0.0684851,0.9676784,0.1485395,0.07316593,0.4962371,0.1797663,0.1686514,0.03850815,0.1924832,0.0130146,0.03095652,-0.001940325,0.0592628,1.490232,-0.0118361,-0.001071121,1.594131,0.1637491,0.08198904,1.415222,0.2604019,0.1085627,1.136371,0.2943012,0.01788555,0.906943,-0.1658404,0.08980275,1.414073,-0.2711957,0.144626,1.142594,-0.3193632,0.05824007,0.9140648
